depth	latitude	longitude
13	42.942	13.103
7	42.819	12.867
9.8	42.813	12.938
8.1	42.82	12.929
10.8	42.58	13.291
7.5	43.554	12.105
9.2	42.59	13.167
10.2	42.592	13.168
10	42.595	13.176
10.7	43.383	12.639
9	43.311	12.541
8.3	43.3	12.544
11.1	43.374	12.897
10.2	42.566	13.272
11.5	42.587	13.284
11.2	38.166	15.117
10	39.081	17.007
20.6	39.112	16.964
35	44.072	12.544
20.7	39.094	16.997
0.2	43.421	12.559
7	45.93	11.93
3	43.376	12.558
11.8	42.576	13.291
22.7	39.101	16.993
10.6	42.89	12.972
9.9	42.583	13.174
5.1	43.462	12.492
18.5	43.189	12.811
8.1	43.308	12.536
7.6	43.495	12.412
9.3	43.316	12.539
9.5	42.86	13.378
7.3	43.456	12.491
8	40.418	15.492
10	44.49	6.697
18.7	44.477	6.694
6.4	41.292	14.501
10.3	42.584	13.174
10.5	42.192	13.471
10.3	43.312	12.536
8.3	43.317	12.545
9.8	43.003	12.809
9.7	38.164	15.111
7.6	38.166	15.11
11.8	38.162	15.122
13.7	38.164	15.128
2.9	43.416	12.588
10.1	43.006	11.328
6.8	42.689	12.526
9.7	42.894	12.93
9.8	42.896	12.93
3.7	43.049	13.08
9.9	42.867	12.962
9.5	43.312	12.532
9.9	43.309	12.55
10.6	42.48	13.331
9.8	42.59	13.169
8.4	43.372	12.56
13.2	42.556	13.14
10	43.313	12.536
10.2	37.704	12.946
6.7	43.445	12.472
8.2	42.749	12.743
9.8	43.068	12.798
10.9	37.709	12.984
10.7	42.57	13.173
10.1	42.585	13.17
7.8	42.75	12.736
10.7	43.373	12.816
9.5	43.406	12.525
23	39.122	17.001
12.8	42.51	13.246
5.8	43.38	12.595
9.7	43.309	12.552
28	44.447	10.656
4.4	43.474	12.459
25.5	36.947	15.051
6.4	43.402	12.604
7.9	42.746	12.735
10.1	39.91	16.106
9.8	43.346	12.624
10.4	43.248	12.623
8.1	43.314	12.535
6.2	43.472	12.467
9.1	43.31	12.543
7	43.307	12.541
6.3	43.31	12.536
8.3	39.917	15.985
10.1	42.74	13.216
10.2	43.298	12.593
9.4	39.786	16.473
10	35.177	13.731
7.8	42.756	12.734
8.5	43.301	12.55
16.1	44.475	6.696
120.7	38.299	15.174
4.3	42.806	13.022
10.6	42.75	13.227
10	44.501	6.737
5.4	43.409	12.478
2.7	43.41	12.579
136.9	38.368	15.49
9.2	42.591	12.746
8.5	43.021	12.806
11	43.389	12.59
6.4	43.497	12.424
4.7	43.412	12.481
7.8	43.419	12.486
7	43.332	12.412
21.7	38.529	14.39
7.1	38.428	14.423
10.2	44.95	6.643
10.9	43.367	12.752
8.6	43.218	12.602
0.6	43.098	12.824
9.5	43.588	12.393
6	43.48	12.491
10.5	42.198	13.472
10	43.45	12.502
21.7	44.218	10.854
10.1	43.241	12.622
7.1	43.422	12.473
8.4	43.459	12.494
10	42.802	13.148
9.4	42.801	13.177
8.7	43.143	12.598
20.3	41.738	13.971
9	44.528	6.752
21.1	44.509	6.708
8.8	43.411	12.482
5.2	43.407	12.385
6.1	43.36	12.574
5.9	43.362	12.583
10.8	43.588	12.321
8.3	43.289	12.488
5.7	43.883	11.795
9.7	39.963	15.538
2.9	43.416	12.591
9.6	43.055	12.567
3.2	43.414	12.584
10.5	45.301	6.523
4.9	43.393	12.464
8.7	43.311	12.599
9.3	43.34	12.556
4.7	43.474	12.468
12.2	43.166	13.047
9.9	41.874	12.769
13.9	41.879	12.742
10.7	43.127	12.992
8.7	43.054	12.561
5.7	43.45	12.478
8.8	43.431	12.345
10.5	43.43	12.35
9.5	39.889	16.111
10.3	43.025	12.904
9.8	43.375	12.533
20.7	43.145	12.879
7.2	42.645	13.042
9	37.653	14.561
11.2	43.249	12.571
11.2	44.516	6.747
24.6	41.754	15.791
3.4	43.415	12.579
9.2	42.984	12.622
14.8	38.449	11.678
9.7	42.804	12.86
9	43.351	11.085
10.5	39.939	16.094
9.3	43.604	12.29
10.6	44.195	10.218
8.5	43.41	12.57
10.1	42.892	12.967
9.8	43.313	12.543
7.6	43.554	12.334
7.7	43.306	12.54
19.7	42.603	13.014
8.9	43.444	11.04
3.3	43.4	12.44
9.8	43.314	12.546
10.5	43.112	12.593
9.4	43.439	11.044
6	37.804	15.214
5.8	43.428	12.549
9.9	43.443	11.055
6.3	43.424	12.492
4.8	43.48	10.99
43.8	37.816	16.126
6.4	43.452	11.018
7.2	43.482	11.035
6.8	43.309	12.56
9.9	43.436	11.054
11	44.215	10.314
8.8	43.475	12.453
10	42.99	12.939
2.7	43.375	12.575
7.2	43.457	12.497
7.2	43.428	12.598
9.4	43.458	12.446
8.8	43.365	12.549
4.4	43.544	13.821
11.5	43.022	13.154
13.3	42.73	13.172
10.5	43.266	12.652
8.7	43.308	12.54
5	43.409	12.464
3.2	43.415	12.559
2.6	42.472	13.331
2.5	43.433	12.554
13.5	41.914	13.741
10	44.488	6.774
12.2	44.505	6.721
8	43.429	12.542
12.1	43.05	12.982
7.3	43.313	11.353
8.4	43.431	12.54
10	36.79	14.259
8.6	44.544	9.429
7.7	43.396	12.42
11.2	43.428	12.834
13.6	43.432	12.834
7.2	43.462	12.499
9.6	43.424	12.82
10.5	43.247	12.629
10	42.846	11.664
14.2	42.442	13.283
12.1	43.588	12.449
7.5	39.879	16.108
9.1	39.889	16.12
10.1	42.55	13.152
9.7	39.881	16.093
1.4	43.445	12.415
6.5	43.5	11.03
7.6	43.058	12.578
10.6	42.59	13.287
7.7	39.896	16.118
10.1	39.88	16.134
8.2	39.907	16.106
14.9	42.447	13.273
10.9	43.121	13.395
9.6	43.118	12.729
10.7	43.08	12.96
8.8	43.404	12.443
9.7	43.386	12.429
17.5	39.193	16.726
7.1	43.446	12.473
8.3	43.446	12.478
7.4	43.058	12.575
8.8	43.549	12.334
30.6	43.127	13.47
10.6	42.721	13.255
15.2	41.933	12.77
9.4	44.216	10.218
18.7	42.412	13.432
8.4	43.055	12.573
8.1	42.679	13.335
7.5	43.062	12.579
7.7	39.899	16.112
11.8	43.435	12.659
2.3	43.074	12.586
11.1	42.875	12.941
11.1	46.415	10.56
9.6	43.271	12.653
10	46.417	10.576
3.8	43.451	11.005
5.8	45.64	10.604
6.8	43.416	12.502
9.5	42.909	13.036
10.4	44.977	6.699
10.1	43.034	13.015
12	43.009	13.016
7.7	43.312	12.55
11.1	43.08	13.037
5.1	42.885	13.045
11.3	43.441	11.04
11.3	43.44	11.038
5.1	43.477	11.013
15.4	42.488	13.478
13.5	44.084	10.847
9.8	43.657	12.575
11.2	44.52	6.767
25.3	42.897	13.295
13.8	42.455	13.277
9.3	43.336	12.55
9.1	43.054	12.582
12.1	44.525	6.73
5.9	37.835	14.995
9.9	43.443	11.046
19.5	44.526	6.71
9.5	43.173	10.988
6.4	43.39	12.427
9.3	42.937	12.908
5.4	43.397	12.576
9.8	42.839	13.4
3.8	43.409	12.578
9.4	43.412	12.571
8.4	43.064	12.638
20.2	43.362	12.947
11.1	42.705	13.26
5.2	43.464	12.427
9.3	43.435	11.042
7.4	38.93	16.069
8.1	44.504	6.703
4.5	43.464	12.429
10	44.506	6.749
8.5	43.768	11.983
8.8	43.313	12.546
4.4	43.411	12.575
7.6	43.429	12.446
10.6	42.484	13.355
8.2	44.513	6.735
24	43.026	13.463
9.6	43.052	12.576
4.3	43.408	12.581
8.1	43.05	12.59
10.6	41.881	13.814
10.9	42.464	13.494
10	43.417	12.768
2	38.404	13.143
9.4	43.556	12.337
9.9	42.691	13.058
14.4	42.563	13.285
8.1	43.333	12.546
9.4	43.545	12.337
9.5	43.065	13.081
6.1	43.386	12.516
7.5	39.258	16.429
10	43.306	12.526
7.7	43.449	12.501
7.7	43.306	12.54
10.1	43.415	12.569
8	43.516	12.335
10.4	43.446	12.485
10	43.345	13.316
11.8	42.58	13.287
9.2	43.274	12.468
8.2	43.484	12.476
5.3	43.394	12.425
5.2	43.383	12.581
4.4	43.418	12.573
6.2	43.415	12.572
9.5	43.426	12.557
14.8	42.508	13.158
7	43.494	12.414
53.8	43.445	12.659
6.9	39.806	16.26
7.1	43.493	12.412
10.7	44.368	7.309
9.6	43.419	12.563
8.9	43.462	12.499
9.4	43.305	12.55
8.5	43.507	12.328
8.5	39.256	16.428
3.7	45.829	11.343
20	43.166	12.99
10	37.277	15.073
8	43.418	12.517
5.4	44.227	12.086
6.1	43.404	12.582
7.6	43.316	12.538
5.5	43.393	12.471
8	43.422	12.512
5.9	43.419	12.574
35.4	37.833	16.168
9.2	40.463	15.77
291	38.769	14.977
12.9	42.196	13.485
8.1	43.404	12.58
12.5	42.735	13.17
9.2	43.159	12.791
5.8	43.404	12.418
9.8	37.746	15.059
7	43.392	12.494
9.3	43.312	12.542
10.2	43.27	12.656
11.3	42.569	13.288
8.3	43.406	12.58
6.7	43.378	12.601
5.3	43.397	12.585
6	43.418	12.566
11.1	42.576	13.179
283.1	39.226	15.344
8.8	43.532	12.492
8.8	43.435	12.538
13.9	42.607	13.252
10	41.357	14.56
10	43.137	13.174
11.9	42.593	13.237
6.6	44.37	7.287
6.7	43.35	12.536
4.6	43.4	12.436
10.9	42.589	13.277
6.2	43.389	12.418
9.5	43.552	12.323
9.1	43.342	12.546
38.5	38.925	16.002
10.6	42.366	13.344
20.9	44.486	6.762
12.4	38.138	15.109
10.8	38.273	15.715
10	42.721	13.26
9.8	44.11	8.624
9.5	41.884	13.782
12.3	42.528	13.301
11.1	45.889	8.186
10.4	42.36	13.344
26.6	37.088	14.631
12.3	43.314	12.702
4.3	43.416	12.568
6.1	43.427	12.398
11	42.705	13.258
23.8	41.921	15.314
9.4	43.273	12.661
7.9	43.428	12.54
11.1	42.563	13.208
10.4	39.269	16.418
9.2	43.446	12.521
9.8	39.408	16.357
5.1	43.358	12.629
11.6	43.39	12.638
4.3	43.439	12.552
16.5	42.535	13.276
9.1	39.308	16.36
7.8	43.308	12.625
8.2	43.343	12.532
10	42.403	13.122
8.7	45.848	10.554
10	43.549	8.024
11.8	44.262	7.5
15.7	43.468	12.782
10	38.077	15.753
23.8	43.101	13.354
156	38.664	15.466
7	43.485	12.417
11	42.944	13.114
10.9	42.523	12.968
10.5	42.516	12.961
9.8	43.305	12.606
9.6	43.119	12.746
11.3	39.445	15.993
4.5	43.419	12.574
2.6	43.418	12.57
8.3	43.423	12.561
6.8	43.395	12.428
26.9	43.119	13.522
8.1	43.34	12.562
11.3	42.829	13.113
6	43.422	12.574
7.1	43.317	12.547
8.3	41.878	13.787
10.8	42.464	13.289
15.9	42.501	13.266
15.7	46.358	10.848
10.3	43.306	12.609
10	37.48	16.135
10	39.32	16.346
12.1	42.679	13.239
10	42.446	13.32
10	43.306	12.544
10	43.128	12.784
9.1	43.422	12.563
10	45.141	6.503
7	42.683	13.258
9.1	43.46	12.498
8.6	43.401	12.581
6.6	43.318	12.528
8	39.89	16.06
11.4	42.577	13.289
8.3	43.448	12.452
6.2	43.394	12.504
8.8	43.448	12.449
8.8	43.4	12.499
8.5	42.814	13.025
4.1	43.376	12.541
13.4	43.114	13.191
9.2	43.049	12.8
114.5	38.319	15.172
12.2	43.07	13.02
7.7	44.032	10.238
3.8	43.973	10.493
10.5	42.652	13.16
12.4	43.396	12.67
9.8	43.86	12.022
119.1	38.394	15.424
10.2	42.776	13.163
36.1	37.501	16.446
9	46.425	10.326
10	43.302	12.613
10	42.197	13.464
8.6	42.794	12.751
8.5	43.968	10.472
10.5	43.304	12.607
12.2	42.576	13.229
8.2	43.458	12.495
10.5	42.744	13.166
8.8	37.509	14.986
8.8	39.878	16.121
15	39.282	16.407
11.5	44.474	7.132
6.8	40.442	15.093
9.9	43.314	12.597
10.8	38.076	15.127
8.2	43.464	12.438
9.2	46.268	7.359
9.1	42.709	13.254
8.2	39.951	16.017
10.8	42.722	13.257
10.5	43.951	7.544
7	43.344	12.544
10	38.971	16.5
9.9	42.577	13.295
11.2	42.576	13.287
10.7	42.54	13.279
10.9	42.749	13.179
10.9	42.579	13.171
10.9	42.922	13.006
6.8	43.418	12.48
7.9	42.791	12.525
14.5	42.641	13.224
7.7	38.146	15.215
10.5	42.578	13.28
5.7	43.429	12.569
10.1	42.384	13.022
1.9	44.198	10.351
14.6	44.406	7.262
5.9	38.035	15.121
10.3	42.713	13.253
11.1	42.536	13.309
9.6	43.144	12.798
10.3	37.212	15.142
9.6	42.183	13.929
5.8	43.306	12.537
28.3	37.414	14.61
9	43.082	12.524
10.1	38.168	15.159
23.6	36.993	15.368
39.8	38.072	15.008
38	38.088	15.022
156.2	38.742	15.595
10.6	42.576	13.276
8.3	43.424	12.566
8.4	43.424	12.566
9.9	43.304	12.543
8.3	43.302	12.549
11.1	42.619	13.062
7.5	43.422	12.565
13.3	42.453	13.267
9.7	42.577	13.261
1.3	44.893	11.292
13.9	42.459	13.247
9.3	43.422	12.561
9.2	43.376	12.59
8.4	43.42	12.564
6.9	45.494	10.136
1.9	42.633	12.695
9	43.31	12.539
18.1	41.72	14.291
4.3	43.425	12.565
7.8	43.44	12.452
10.9	44.48	6.723
10.1	43.307	12.542
17.5	41.743	15.873
10.4	41.856	13.824
10.6	43.43	12.553
9.1	43.423	12.566
13.3	42.624	13.23
8.4	43.401	12.487
7	43.483	12.43
35.9	44.048	12.857
7	43.491	12.451
0.1	40.698	16.685
12.4	43.078	13.041
277.2	38.925	15.297
10.8	44.578	7.125
11.4	44.12	7.823
6.3	43.916	11.701
10.8	43.374	12.501
5.9	45.971	7.606
19.7	43.629	13.47
10	44.229	10.08
8.5	42.678	13.323
10.5	43.124	13.003
15.5	44.645	7.241
8.1	42.018	13.551
8.3	42.721	13.262
7.5	43.898	10.798
12.7	42.648	13.056
10.1	44.118	7.834
11.5	44.112	7.827
18.8	44.643	7.236
13	42.989	13.018
9.1	43.467	12.422
8.5	38.408	14.979
6.8	42.709	13.251
6.5	46.127	7.638
8.8	43.394	12.502
9.8	44.214	10.553
7.2	43.403	12.513
11	44.252	10.075
13.8	43.458	12.742
9.4	43.315	12.532
10.9	43.156	12.985
5.6	45.48	10.165
44.8	44.409	10.666
13.8	43.484	12.961
13.2	42.695	13.214
10.3	43.306	12.612
9.9	43.147	12.796
8.2	43.332	12.517
10.8	43.132	13.166
10.2	44.249	10.075
10.5	39.18	16.479
9	43.416	12.566
13.2	43.359	12.771
204.2	38.679	15.405
8.7	43.404	12.575
10.3	38.065	15.098
10.3	43.001	12.827
7.8	43.439	12.468
18.2	38.134	14.92
22.6	43.125	13.503
23.5	43.13	13.518
8.9	41.66	14.201
14.9	42.228	12.904
10	42.851	12.943
26.6	43.128	13.529
9.3	44.784	6.782
7.6	43.32	12.529
33.3	37.676	16.305
6.6	43.432	12.564
9.7	43.597	12.388
10.4	43.157	12.782
5.6	43.326	12.528
4.6	43.375	12.517
14.2	38.108	15.157
4.2	44.973	6.379
8.4	44.507	6.719
5.9	43.372	12.516
5.4	43.422	12.549
8.1	43.428	12.541
5.1	43.407	12.449
6.3	43.4	12.436
7.7	39.915	16.101
9.2	43.318	12.54
7	42.113	15.877
10.8	42.869	12.696
10.3	43.13	13.15
17.2	42.67	13.135
10	38.149	12.122
7.9	43.391	12.483
5.8	43.396	12.587
5	43.403	12.576
9	44.29	9.994
9.7	43.614	12.127
9.2	41.761	13.571
9.7	43.307	12.612
8	39.894	16.121
5.4	43.429	12.543
9.5	43.304	12.535
10	44.496	6.748
10	38.611	16.225
7.3	43.181	12.597
11	42.846	12.891
10	40.414	14.891
10.4	43.44	12.515
7.6	43.336	12.542
40.6	37.905	16.43
8.7	43.428	12.536
10	44.473	6.713
9.9	44.185	10.192
10.1	41.739	13.377
10.5	43.151	12.835
10.6	43.157	12.834
9.8	43.312	12.687
7.2	43.389	12.432
8.2	43.394	12.458
5.3	43.419	12.566
8.2	40.551	15.544
13.1	37.568	14.891
11.2	42.696	13.124
18.5	38.116	15.759
8.6	44.5	6.765
9.2	42.932	13.148
13.8	43.364	12.758
4.4	38.408	14.423
10	43.795	12.94
4.4	43.388	12.717
5.1	43.383	12.502
9	43.245	12.566
12.1	43.01	12.974
8.8	43.364	12.61
10.5	43.307	12.612
8.9	43.422	12.561
8.7	43.424	12.507
14.4	43.388	12.571
5.1	43.426	12.551
9.2	43.472	12.506
9.2	43.422	12.561
10.6	43.459	12.566
9.5	43.305	12.541
10.9	42.946	13.061
9.7	43.45	12.423
10	44.744	10.162
10.4	46.419	10.575
10.5	43.316	12.543
10.5	43.318	12.538
10.4	43.32	12.545
10.2	43.271	12.738
9.2	43.453	12.511
8.7	42.883	12.584
5.7	43.417	12.568
8.8	43.136	12.786
26.5	44.832	7.548
9.2	43.312	12.538
10	47.379	12.58
15.3	42.832	13.264
8.3	43.367	12.604
9.8	43.333	12.669
10	46.858	10.102
9.6	42.917	13.063
10	44.49	6.738
5.4	43.42	12.565
13.2	42.472	13.293
7.1	43.424	12.548
5.3	43.421	12.571
156.7	38.739	15.668
5.7	43.421	12.566
9.8	43.428	12.535
7.2	43.426	12.554
5.3	43.419	12.567
8.1	42.781	12.75
15.1	43.117	13.183
9.2	43.428	12.533
10.6	42.592	13.173
8.4	43.422	12.55
7.6	43.418	12.55
5.6	41.568	13.978
7.4	43.317	12.542
10.5	42.576	13.179
9.5	43.309	12.531
9.1	38.624	16.231
10.4	42.583	13.177
6.1	43.717	9.952
5.7	43.413	12.578
15.2	43.511	12.668
9.5	43.422	12.543
12.9	43.472	12.783
13.1	43.201	13.009
272.6	39.442	15.374
8.9	43.451	12.518
10.5	39.411	16.363
6	43.418	12.569
91	39.075	15.657
8	43.302	12.62
5.4	43.352	12.523
8.8	43.311	12.611
9.3	43.308	12.618
8.8	43.303	12.617
7.1	43.366	12.607
8.8	43.309	12.617
36.6	44.114	11.681
10.5	43.005	13.086
8.4	43.457	12.509
10.3	43.302	12.614
10.4	43.301	12.607
10.4	43.303	12.608
8.9	43.304	12.62
8.8	42.702	13.372
9.9	43.31	12.538
10.3	43.301	12.609
37.6	43.008	13.451
8.6	43.434	12.565
8.2	43.308	12.623
6.1	43.419	12.569
9.7	43.304	12.609
113.9	38.422	15.223
10.3	44.478	6.804
10.9	43.306	12.607
7.9	43.309	12.547
45.5	39.842	15.909
8.5	43.003	12.626
9.1	43.308	12.619
11	43.19	13.007
6.7	43.428	12.546
11.7	43.443	12.788
8.9	39.899	16.113
8.7	43.426	12.537
8.7	43.426	12.54
9.8	42.651	13.252
7.4	43.39	12.511
10.8	44.971	6.65
11.5	42.571	13.287
7.4	43.308	12.543
10.4	40.665	15.383
9	43.31	12.542
10.4	42.674	12.797
8.3	43.308	12.547
8.9	42.958	13.111
6.5	43.383	12.502
6.2	43.311	12.53
17.5	40.33	15.974
8.7	43.413	12.567
26.7	43.143	13.511
7.6	43.877	11.845
22.1	38.128	14.887
35.6	37.364	14.18
4.7	43.422	12.566
9.1	42.997	13.099
7.8	43.317	12.537
8.6	43.386	12.503
8.8	43.387	12.506
7.7	43.385	12.504
15.7	43.207	12.81
7.4	43.876	11.86
10.2	41.712	13.355
6.4	43.877	11.825
8.8	43.308	12.55
5.6	43.41	12.539
8.3	43.355	12.552
6.7	43.381	12.5
8.2	43.339	13.243
115.1	38.323	15.223
6.8	43.144	13.163
3.9	43.42	12.566
7.3	37.196	15.148
9.7	42.716	13.26
9.8	43.096	12.848
8.9	43.428	12.563
10.1	39.412	16.365
13.3	42.976	12.948
11.1	43.061	13.063
9.8	39.907	16.117
9.2	43.436	12.996
2.6	43.583	12.543
6	44.34	9.95
8.7	39.888	16.126
124.3	38.439	15.496
9	39.907	16.102
7.1	43.413	12.529
14.3	42.548	13.261
76.9	38.933	15.84
5.4	43.421	12.57
9.7	43.053	12.995
5.3	43.43	12.564
10	44.427	9.756
52.1	38.894	16.167
8.2	44.554	9.452
7.1	39.915	16.127
57.4	44.001	10.895
7.9	39.906	16.096
8.2	43.46	12.433
12.2	42.626	13.29
11.1	41.741	14.284
8	43.405	12.418
8.5	42.995	12.45
9.1	39.91	16.117
16.9	37.696	15.03
10.4	37.748	15.057
8.4	42.8	12.777
11.8	42.48	13.276
8.2	38.126	15.11
9.4	43.327	12.687
10.3	44.26	10.082
10.9	43.39	12.772
7.6	43.048	12.89
3.1	40.706	15.488
7.4	43.411	12.495
9.5	38.667	16.289
7.7	43.491	12.48
8.8	43.144	13.147
6.8	43.421	12.566
11	42.73	13.254
7.2	43.464	12.479
8.7	39.863	16.247
11.5	42.574	13.281
4.3	43.422	12.576
9.3	43.312	12.537
4.9	43.421	12.566
10.9	44.258	10.079
9.2	43.315	12.544
9.7	43.466	12.511
9.9	37.183	15.559
9.8	43.42	12.56
4.6	43.242	11.43
6.3	43.421	12.567
8.6	43.42	12.564
10.3	46.648	10.322
8	43.423	12.562
10.1	43.167	12.625
9.5	43.323	12.683
12.8	44.221	10.485
5.2	42.759	13.082
4.5	43.425	12.564
9	43.422	12.563
7.9	43.389	12.459
10.8	44.258	10.079
8.6	43.394	12.461
8.9	43.422	12.563
0.5	43.142	12.81
8.2	43.419	12.561
8.8	44.237	10.087
26.7	43.108	13.513
9.4	43.313	12.538
7.1	38.168	15.063
13.1	42.929	12.951
12.7	42.472	13.01
9.5	43.347	12.55
13.7	45.056	7.33
5.6	43.379	12.531
5.8	43.312	12.531
10	46.123	11.213
11.9	41.806	12.67
11	41.324	15.042
22.8	39.13	16.586
11.7	44.578	7.229
10.1	36.071	12.686
10.8	44.366	6.866
10	42.888	12.855
16.5	43.536	12.642
21.2	39.126	16.584
20.7	39.131	16.583
9.7	43.428	12.546
21.1	39.13	16.586
7.2	43.315	12.689
9.8	43.083	13.028
13.3	42.605	13.079
10.1	42.884	12.967
11.7	39.408	16.368
14.4	42.58	13.311
11.4	44.482	6.746
10	43.119	13.577
8.4	43.039	12.881
11.2	40.552	16.289
16.3	44.193	10.552
10	38.101	15.097
5.5	45.924	11.895
8.3	43.649	12.26
8.9	41.403	13.933
29.4	37.004	12.843
7.5	44.485	9.661
5.7	43.905	10.172
9.7	43.429	12.556
7	43.666	12.262
18.8	38.136	15.1
7.4	43.662	12.262
7.6	43.308	12.532
9.9	44.502	6.794
9.2	43.429	12.553
4.9	43.372	12.606
10.7	44.52	9.638
8.2	43.423	12.545
9.1	43.4	12.496
13.6	45.344	6.678
9.9	38.154	15.1
9.1	43.309	12.54
8.9	43.426	12.536
8.8	43.415	12.558
8.5	42.89	13.141
7.5	42.93	12.783
10.2	43.572	12.318
10	38.128	15.052
8.6	44.493	6.699
11.1	38.054	15.074
8.7	43.443	13.014
8.3	43.469	12.5
8.8	42.276	13.55
10.3	43.464	12.613
164	38.654	15.638
10	43.535	12.53
9.6	43.302	12.533
11	42.582	13.283
9.6	43.317	12.535
7.6	43.307	12.546
10	42.818	12.842
8.9	43.282	12.632
10.6	44.968	7.23
11.3	43.044	12.985
6.2	42.754	12.701
8.8	39.913	16.098
26.1	43.137	13.479
163.7	38.909	15.678
10.5	42.602	13.159
26.1	43.129	13.502
6.7	43.482	12.466
18.2	43.681	13.055
10.3	43.353	12.519
10	44.483	6.733
9.3	42.556	12.779
28.7	44.455	10.701
8.4	39.902	16.122
12.8	42.651	13.389
10.7	43.252	12.792
11.1	43.306	12.522
9	43.313	12.541
10.2	39.048	16.416
4.7	43.441	12.375
7.7	39.893	16.117
8.8	43.648	12.258
13.1	42.614	13.085
10.3	43.181	12.701
9.9	42.737	12.884
17.3	39.136	16.616
8.7	43.412	12.473
6.7	43.31	12.529
7.2	43.39	12.494
10.5	42.575	13.273
9	39.905	16.094
7.4	43.341	12.526
5.3	43.342	12.546
11.4	42.593	13.238
8.1	43.311	12.539
9.2	43.308	12.535
9.1	43.288	12.622
12.8	43.427	12.342
11	38.181	14.948
10.4	42.53	13.316
9.7	43.867	10.867
28.6	43.118	13.494
10.1	43.664	12.235
7.1	42.807	12.667
4.8	41.877	13.641
64.1	45.129	8.28
10.3	42.869	12.974
11.1	42.41	13.304
8	43.504	12.283
8.9	43.31	12.532
8.6	43.301	12.539
19.2	43.053	12.878
9.6	43.427	12.564
12.7	44.514	6.696
12.4	42.642	13.128
5.8	43.426	12.567
8.8	42.422	12.869
11	41.656	13.375
16.6	44.514	6.692
10.4	44.51	9.658
10	36.329	16.834
9.3	43.424	12.565
6.8	43.414	12.569
4.1	43.458	12.386
8.5	43.409	12.496
8.2	44.519	9.66
10.9	44.516	9.65
7.7	44.513	9.643
10.9	44.513	9.653
10	44.512	9.641
10	44.514	9.643
10.3	44.519	9.658
7.4	44.517	9.659
9.1	43.305	12.542
10	44.52	9.652
8.6	43.305	12.549
7.7	44.525	9.652
11	44.517	9.648
10.4	40.544	16.42
9.2	44.182	10.776
14.2	43.001	12.958
5.7	43.373	12.531
9.2	38.07	15.032
10.4	44.519	9.639
10.1	44.522	9.651
7.2	43.406	12.505
8.8	43.337	12.427
7.3	43.314	12.536
7.9	43.426	12.562
8.7	43.334	12.431
8.2	43.426	12.547
9.4	43.329	12.435
11	39.415	16.375
11	44.518	9.648
9.6	44.522	9.66
6.3	44.527	9.664
9.4	44.521	9.656
9.2	39.867	16.24
9.1	38.488	15.083
7.9	39.017	16.91
9.1	43.397	12.497
7.8	38.493	15.09
10	42.771	12.722
11.6	42.576	13.291
8.5	43.406	12.501
10.1	43.479	12.528
5.7	43.403	12.496
7.3	43.36	12.541
8.5	43.27	12.593
10.2	43.441	12.555
12.8	42.57	13.276
11.1	40.476	15.395
16.2	40.473	15.381
27.4	43.114	13.519
10	42.57	13.267
10.2	44.498	7.212
10.4	42.913	13.116
5.5	46.116	6.789
6.7	43.311	12.539
7.4	43.406	12.502
10.3	46.108	6.766
12	42.499	13.295
9.8	43.157	12.568
8.4	43.416	12.552
10.5	39.893	16.097
11.2	42.57	13.293
10	46.666	12.318
8.6	43.164	12.566
21.8	42.687	13.351
9.5	43.329	12.552
9.3	43.433	12.543
7.5	43.363	12.621
9.5	43.166	12.572
8.2	43.865	11.807
13	42.994	12.931
10.5	42.889	12.916
11.1	42.894	12.919
9.9	43.361	12.615
10.6	42.482	13.465
10.5	42.481	13.468
10.9	42.756	12.713
0.5	39.919	16.111
8.2	41.991	12.953
9.2	43.334	12.547
5	38.377	13.574
10.3	43.312	12.538
8.4	43.426	12.567
7	43.455	12.499
9	41.869	13.836
10.1	39.935	15.225
10.8	40.791	15.361
9.2	42.759	12.988
11	38.644	14.465
11	42.577	13.285
13.6	42.539	13.226
9.4	43.31	12.539
3.6	43.427	12.578
9	43.424	12.564
11	42.795	12.906
12.4	43.033	12.944
9.3	43.307	12.548
5.6	44.012	11.61
10.3	42.995	13.018
3.8	43.424	12.566
7.2	43.318	12.498
6.3	43.312	12.526
6.4	43.231	12.701
0.5	43.308	12.431
6.7	43.304	12.542
8.4	43.166	12.798
8.3	43.306	12.538
9	43.309	12.546
12.4	43.317	12.699
0.2	43.422	12.55
19.5	38.118	14.888
8.1	43.453	12.506
19.8	43.401	12.541
7.3	43.428	12.565
7.3	43.334	12.405
0.5	43.3	12.467
1	43.253	12.367
10.1	43.326	12.471
10.2	42.571	13.282
7	43.316	12.529
10.8	43.376	12.642
11.3	43.373	12.642
10.9	43.374	12.645
9.3	42.761	12.914
9	43.472	12.505
9.8	43.402	12.502
6.5	43.417	12.406
9.2	43.316	12.458
11	43.452	12.378
9.9	38.165	14.942
14.3	43.218	12.649
8.4	43.22	12.675
10.2	43.404	12.523
7.5	43.317	12.519
5.7	43.321	12.45
8.1	43.323	12.458
8.2	43.313	12.544
10.5	46.422	10.584
9.2	43.158	12.573
11	46.432	10.58
4.3	43.402	12.365
117.8	38.352	15.376
28.3	43.12	13.479
10.9	42.89	13.077
10.1	44.253	11.128
9.9	42.886	13.081
9.7	42.821	13.159
9.5	43.422	12.56
12.4	44.486	6.707
0.2	43.403	12.431
6.1	43.383	12.607
