depth	latitude	longitude
27.3	37.845	14.999
24.4	37.838	15.008
24	37.855	15.002
9.9	37.824	14.985
19.4	37.53	15.368
5.8	43.462	12.433
13.2	43.266	12.754
11.6	44.413	7.259
29.9	37.844	14.994
15	41.707	12.76
14.7	40.257	15.894
14.2	41.71	12.786
11.7	42.918	13.01
26.6	37.84	15.003
9.9	39.879	16.095
20.6	37.822	15.011
9.1	39.861	16.055
4.4	42.992	12.876
23.2	37.833	15
21.1	37.828	15.016
10.2	42.177	13.896
30.1	37.868	15.007
27.1	37.839	14.984
31.2	37.848	14.997
34.6	37.945	15.005
26.4	37.838	15.006
30	37.868	15.01
32.1	37.901	15.023
27.2	37.837	14.979
28.9	37.844	14.996
4.8	43.364	12.558
32.1	37.826	15.009
26.6	37.837	14.991
26.9	37.852	14.993
27.7	37.833	14.986
39.6	37.818	15.009
6.9	43.376	12.509
10	37.813	15.008
28.6	37.844	14.986
35.1	37.955	14.998
25.2	37.848	15
27.4	37.845	15.006
26.4	37.875	15.001
26.6	37.84	15.005
28.9	37.843	14.997
17.5	44.273	10.518
31.3	37.884	14.986
31.9	37.915	15
10.9	43.071	12.975
28.3	37.836	15.011
26	37.836	15
30.5	37.886	15.002
26.5	37.836	15.002
10	37.823	15.006
27.5	37.841	14.988
29.9	37.844	14.997
25.8	37.84	14.967
25.7	37.844	14.99
29.4	37.898	14.993
29.8	37.848	14.995
24.3	37.835	15.014
33	37.911	15.008
32.3	37.889	14.997
9.4	37.812	14.99
5	44.957	11.141
21	37.813	14.985
8.8	42.779	12.749
29.4	37.844	15.044
24.9	37.837	14.998
29.5	37.851	15.016
9.2	37.818	14.986
29.7	37.856	14.991
24.4	37.85	15.003
22.5	37.84	14.99
33.8	37.856	15.004
24.6	37.831	15.004
26.1	37.84	14.99
29.6	37.897	15.003
10.7	37.828	15.006
26.5	37.865	14.985
8.3	39.88	16.098
30.2	37.917	14.994
31.3	37.915	14.989
26.6	37.844	14.99
10	37.816	14.985
29.3	37.864	15.002
27.5	37.842	15.003
26.9	37.845	15.006
26.3	37.844	15.003
25.7	37.847	14.999
8.6	43.354	13.25
27.4	37.885	14.986
27.8	37.844	15.004
10	37.811	15.004
17.8	44.269	10.503
9.6	37.83	14.995
8.6	43.348	13.274
6.7	43.35	13.28
7.2	40.682	16.683
2.3	43.585	12.546
6.4	41.297	14
4.2	40.684	16.693
3.5	43.372	12.558
9.6	43.524	12.422
4.9	43.372	12.522
10.8	38.152	14.933
7.5	44.466	9.574
6.7	43.043	12.88
8.3	43.443	12.413
8.8	40.21	15.844
7.7	43.373	12.538
10.6	43.266	12.544
23.9	41.622	16.963
16.5	44.27	11.083
16.5	43.921	11.814
7.3	42.798	12.569
10.1	42.787	12.815
132.9	38.497	15.319
13	43.43	12.689
8.5	43.21	12.629
10.2	43.391	12.739
9.6	42.793	13.409
10.5	42.78	12.736
10.4	43.314	12.585
2	43	18.72
5.3	43.37	12.554
13	43.098	13.023
10	39.046	16.436
8.6	42.818	13.117
3.8	43.376	12.552
14.7	43.436	12.733
10	40.734	15.458
5.7	43.378	12.518
15.8	43.094	13.059
6.8	43.362	12.534
8.1	43.382	12.531
8.7	43.322	12.586
10.9	43.254	12.621
20.6	43.079	13.091
5	43.356	12.519
7.7	43.317	12.576
7.9	42.783	12.967
4.8	42.71	13.298
20.6	40.634	15.499
10.5	43.566	12.589
10.4	39.853	16.051
10	38.113	14.914
10	43.098	12.876
10.5	43.419	12.776
8.6	44.266	8.03
6.5	43.795	11.95
10	45.157	7.041
5.2	43.377	12.554
5.3	43.373	12.557
5.3	43.37	12.527
8.4	42.77	12.846
9.3	43.397	12.476
8	42.41	12.881
13.7	43.482	12.662
6.4	43.8	11.954
12.9	42.587	13.03
12.1	44.435	7.342
124.4	38.237	14.845
9.3	39.87	16.099
6.7	42.787	12.751
9.2	42.778	12.749
24.6	37.398	14.579
9.1	37.092	15.34
8.7	42.781	12.746
9.9	42.417	13.253
8.7	43.374	12.518
9.1	44.188	10.212
8.9	44.188	10.21
12.2	40.212	15.951
7.2	46.139	7.152
14.2	44.301	7.373
8.2	43.391	13.021
10	43.801	11.956
10.2	40.634	15.48
9.8	43.345	12.541
6.4	43.46	12.328
13.5	44.372	7.324
5.7	43.382	12.532
12.6	41.748	13.72
11.1	42.853	12.955
10.3	40.262	15.9
10.5	43.443	12.61
4.6	43.589	12.552
6.2	40.754	15.278
8.2	44.362	6.921
5.3	46.152	11.199
10.2	42.776	12.732
8.9	42.779	12.741
9.7	42.774	12.735
8.2	43.371	12.551
10	43.373	12.543
18.4	41.712	13.981
8	42.796	12.653
24.9	43.106	13.378
147.4	38.442	15.205
6.4	43.368	12.531
8.1	43.534	12.372
10.8	40.22	15.67
12.4	43.381	12.761
8.6	42.78	12.754
9.6	42.774	12.743
58.1	39.446	15.923
5.9	44.185	10.21
8.3	42.782	12.751
8	42.785	12.751
8.7	42.786	12.755
8	42.778	12.754
8.3	40.756	15.273
8.8	40.766	15.276
8.8	44.189	10.204
9.5	43.33	12.574
10.1	42.778	12.74
16	42.555	13.411
18.2	42.551	13.411
7.7	43.461	12.43
7.8	43.367	12.526
8.9	40.754	15.269
9.1	42.841	13.05
5	43.408	12.593
10.3	38.174	14.944
17.3	40.16	15.856
10.9	42.804	12.886
15	43.473	12.78
5.4	37.983	14.085
112.6	38.389	15.395
10.3	40.221	15.67
9.2	44.187	10.206
9.7	42.785	13.156
7.5	46.159	11.131
9.2	43.376	12.522
9	44.177	10.195
9.3	44.186	10.201
8.7	44.184	10.199
7.1	43.445	12.448
8.2	43.366	12.46
8.7	38.024	15.077
9.9	43.013	12.933
8.6	40.594	15.144
10.4	40.262	15.9
9.1	43.52	12.693
9.2	44.187	10.135
7.5	40.677	16.708
7.3	43.454	12.435
8.2	43.438	12.458
9.7	43.329	12.567
9.6	44.199	10.152
8.2	43.38	12.538
8.4	43.383	12.53
4.9	43.382	12.468
6.8	37.997	15.035
8.4	39.888	16.028
17.8	42.362	13.464
204.8	38.565	15.325
7.8	39.924	15.887
7.9	41.775	13.769
14.2	39.297	16.609
12.5	43.264	12.75
5.3	43.414	13.022
8.2	43.419	12.48
55	38.935	15.86
23.3	41.826	15.908
8.7	42.782	12.956
8	42.788	12.749
8.6	40.246	15.903
10.3	40.754	15.092
6.9	42.776	12.743
28.2	44.776	9.022
6	40.593	15.155
7.6	42.416	12.626
8.7	43.366	12.522
8.2	43.365	12.525
14.1	42.481	13.276
25.8	37.222	15.152
10.5	42.838	12.931
4.4	38.458	14.813
13.8	43.439	12.716
10.1	44.196	10.212
11.1	43.399	12.731
10	43.387	12.494
3.1	46.317	13.723
8.1	43.368	12.526
9.2	43.38	12.485
11.6	43.942	10.512
15.4	43.44	12.719
14.3	42.606	13.083
8.5	43.452	12.471
10	44.795	8.975
5.2	43.379	12.547
9.6	40.265	15.898
7.2	38.16	14.678
9.4	43.348	12.561
9.8	40.261	15.891
6.1	43.38	12.535
11.7	42.639	13.274
30.8	37.632	12.917
6.5	43.362	12.531
10.1	44.193	10.213
10.4	38.908	16.433
9.4	43.115	12.733
13.6	42.51	13.239
11	42.588	13.276
9.8	42.478	13.319
10.3	40.26	15.891
10.1	42.875	13.379
20.7	38.107	14.868
9.5	40.603	15.184
22.7	43.046	13.309
16.5	44.671	7.2
124.1	38.384	15.454
10.4	40.26	15.891
9.8	40.255	15.898
9.1	40.241	15.9
11	42.979	12.814
13.4	42.445	13.331
7	43.374	12.52
5.5	43.373	12.552
28.1	41.728	15.956
6.3	43.39	12.523
10.4	44.191	10.166
6.3	43.432	12.465
15.5	40.803	15.224
8.4	42.782	12.963
10.7	43.018	13.038
23	43.047	13.437
8	40.255	15.896
4.3	43.4	12.482
9.7	44.716	9.016
20.9	44.732	9.022
14	43.186	13.038
6.7	43.367	12.453
10.2	38.07	15.022
9.8	43.365	12.455
5.2	43.409	12.461
6.4	43.368	12.555
14.8	44.595	7.239
10.8	43.411	12.421
12.1	43.183	13.036
12.1	43.481	12.788
12.6	43.185	13.037
14.1	39.324	16.401
7.9	43.369	12.562
10.3	43.178	12.601
9.2	43.434	12.486
5	39.864	15.987
25.8	39.214	17.012
22.9	42.857	13.332
5.1	43.461	12.362
22	42.859	13.33
7.4	43.411	12.477
4.8	43.463	12.356
8.7	43.556	13.834
9.3	38.053	15.159
12.4	43.388	12.766
6.6	43.376	12.532
8.8	40.59	15.151
9.6	43.655	12.109
10	39.124	17.059
8.9	43.381	12.531
6.1	43.376	12.528
5.8	43.372	12.526
14.1	42.525	13.212
25.7	39.199	17.03
6.2	43.391	12.509
8.3	43.383	12.535
22.6	42.864	13.345
14.9	42.657	13.178
8.9	45.453	7.595
55.7	39.078	15.913
8.3	42.705	13.288
6.7	40.578	15.848
26.2	44.791	9.037
10	44.795	8.989
10.5	44.176	10.11
22.3	44.77	8.999
4.8	43.39	12.56
10	37.444	14.426
21.1	44.133	12.901
8	39.889	16
1.4	43.689	10.251
6.3	43.703	10.24
10.4	43.678	10.282
7.9	43.71	10.297
5.6	43.4	12.572
10.8	43.688	10.274
10.4	43.682	10.288
9.9	43.674	10.274
6.6	39.919	16.044
9.5	40.59	15.169
10	40.602	15.152
8.5	43.059	12.559
6.9	42.49	13.294
4.7	43.39	12.535
7.3	43.381	12.5
4.1	43.38	12.552
29.1	42.944	13.62
5.7	42.952	13.607
28.2	42.938	13.613
8.6	44.175	10.176
6.9	43.378	12.529
9.2	43.379	12.529
6	43.372	12.53
6.2	43.379	12.523
4.5	43.376	12.553
15.6	42.254	13.396
5.2	43.423	12.547
5.6	43.384	12.533
8.7	43.379	12.528
33.5	37.836	15.001
6.5	43.384	12.535
6.1	43.382	12.531
8.1	43.38	12.532
8.2	43.377	12.526
10.4	40.217	15.684
10.4	40.219	15.68
10.8	40.216	15.688
4.9	46.467	12.712
10.4	40.225	15.678
10	43.515	13.782
17.9	40.442	15.824
10	42.81	12.878
9.6	43.07	12.804
10	43.362	12.534
6.2	44.208	9.912
9.6	43.383	12.526
7.4	43.411	12.476
11	42.706	13.147
9	43.367	12.55
8.4	42.914	12.934
10	43.953	12.877
8.1	39.856	16.075
33.2	42.906	13.973
14.5	40.801	15.218
14.3	40.798	15.205
4.3	43.377	12.546
10.9	38.382	16.151
8.9	42.88	12.599
24.2	43.12	13.392
10	38.524	13.318
9.3	43.083	12.802
21.6	37.165	15.015
7.5	38.068	15.088
5.5	43.372	12.551
12.6	43.228	12.717
6.8	39.878	16.132
6.1	43.372	12.551
7	44.163	10.178
10.1	42.796	12.957
9.1	44.196	9.913
10	39.951	15.998
127	38.408	15.421
10	46.339	9.842
7.8	44.24	9.889
6.2	38.132	15.272
24.6	43.103	13.371
10.3	43.685	10.289
8.9	43.372	12.552
7.1	43.55	12.73
4.1	43.454	12.423
7.6	38.361	14.867
8.9	44.517	8.55
1.8	36.785	14.966
5.8	39.88	16.226
120.1	38.294	15.149
2.3	43.597	12.512
9.1	40.238	15.9
15.2	42.494	13.475
6.8	43.355	12.533
16.2	38.143	14.921
10.4	38.126	14.92
15.9	38.123	14.898
4.9	43.376	12.547
8.5	43.227	12.308
5.5	39.893	16.001
13.9	43.444	12.767
4.5	43.375	12.527
8.5	39.888	16.004
8.1	38.081	14.734
10.3	43.541	13.804
10.7	44.218	10.329
11	42.783	12.963
3.9	43.362	12.545
7.7	43.373	12.551
8.4	43.369	12.547
9.5	42.714	13.003
10.3	46.38	10.398
10.8	43.353	12.562
12.6	42.535	13.27
5.2	43.356	12.583
10.2	44.522	8.692
7.6	43.343	12.525
3.7	43.381	12.527
5.3	43.367	12.552
11	43.045	12.943
9	43.381	12.532
16.6	42.483	13.479
14	39.418	16.421
10.6	43.07	12.965
10	43.861	13.154
10.4	43.528	13.799
3.9	43.408	12.526
9.3	43.128	12.81
9.7	43.521	13.822
9.5	39.887	16.097
8.3	43.38	12.526
12.1	40.239	15.958
5.5	43.35	12.541
4.4	43.378	12.55
6.2	43.384	12.533
22.2	39.069	16.486
11.1	43.535	12.509
8.5	43.462	12.423
31.8	42.997	13.56
8.9	45.756	10.866
8.4	43.374	12.549
10	46.122	11.199
7.7	43.374	12.552
16.7	43.604	12.639
6.2	43.407	12.46
3.8	43.377	12.502
7.3	43.378	12.526
5	44.909	11.252
8.5	44.862	11.238
4	43.455	12.429
8.4	43.355	13.288
10	42.924	6.264
10	46.026	11.318
10	46.188	11.186
7.4	43.34	13.228
13.4	43.158	12.983
11	43.354	12.521
6.6	42.877	12.755
8.9	43.369	12.552
4.5	43.377	12.549
9	39.182	16.461
5	43.401	12.493
11.1	42.647	13.029
23.5	37.688	15.291
17.9	42.484	13.314
7.1	39.775	16.073
7.8	44.196	10.138
9.2	44.181	10.144
8.8	39.866	16.221
10	44.006	6.967
9.9	43.554	13.783
8.3	43.051	12.617
9.6	43.373	12.567
8.8	43.07	12.589
7.3	44.014	10.18
18.4	41.742	13.907
10	38.176	15.037
7	43.348	12.527
10	39.104	16.435
9.2	42.956	12.907
13.8	41.682	13.942
19.2	41.659	13.932
10	40.653	15.773
18.9	43.202	13.016
17.7	39.784	16.046
5.5	43.35	12.552
8.5	42.776	12.75
7.5	39.433	16.264
3.2	40.289	15.694
6.6	42.998	12.841
12.2	43.145	13.201
33.8	39.425	16.807
12.1	43.037	12.988
6.8	43.39	12.479
10	38.719	16.606
10.4	40.154	15.961
10.5	40.148	15.955
9.3	40.148	15.937
14.8	42.458	13.283
9.3	43.429	12.567
10	42.882	13.027
7.2	43.366	12.804
17	42.516	13.308
10	41.96	14.919
8.6	39.873	16.055
10.6	40.79	15.357
7.3	43.477	12.452
13.8	43.349	12.739
10.9	40.657	16.015
3.3	39.891	15.967
10.6	44.209	10.2
9.9	44.411	7.313
10.2	42.843	12.957
132.6	38.482	15.517
10	44.518	6.741
9.5	44.172	7.385
17	39.43	16.404
5.7	39.923	16.023
13	43.233	12.765
10.3	39.424	16.41
10.5	43.63	13.773
4.1	43.372	12.562
6.1	43.368	12.552
6.3	43.371	12.546
5.7	43.375	12.549
9.1	42.826	13.081
5.7	43.384	12.553
8.4	43.528	12.373
8.5	44.318	10.628
5.4	43.376	12.548
12	44.413	7.306
12.5	44.42	7.257
11	44.397	7.255
12.6	43.583	12.53
11.1	44.412	7.297
13.7	44.424	7.312
7.8	42.88	13.128
16	44.408	7.256
9.5	43.189	12.67
8.4	43.361	12.562
8.9	43.369	12.546
9.7	42.856	12.971
9.9	42.839	12.959
13.3	42.6	13.327
7	43.367	12.549
9	43.328	12.585
10.3	39.202	16.434
17.3	41.726	13.562
19.1	41.723	13.581
7.8	43.399	12.518
9.1	43.371	12.546
8.8	43.828	12.079
18.2	38.198	12.089
21.4	38.206	12.071
10.1	43.224	12.629
9.1	43.137	11.03
10	42.825	13.144
11.5	42.644	13.057
10	42.808	16.303
9.9	44.8	8.987
4.5	43.422	12.433
4.8	43.374	12.553
7	43.335	12.524
9.4	38.842	15.239
9.7	43.105	12.827
8.2	43.397	12.409
4.9	43.394	12.464
9.7	42.766	13.02
23.8	38.221	12.178
10.4	43.632	12.352
5.7	43.396	12.521
6.8	43.369	12.56
9	43.37	12.548
4.4	44.294	7.441
13.9	43.172	13.004
16.2	43.751	13.238
12	42.651	13.231
7	43.392	12.504
12.4	42.944	13.061
10.9	42.918	13.072
8.4	43.426	12.467
29	36.83	15.278
6.8	43.407	12.495
6.4	42.887	12.528
10.5	43.478	12.556
10.8	42.509	13.33
10	43.295	11.111
10.1	41.879	13.688
9.6	42.793	13.148
10.3	42.788	13.152
7.6	42.922	12.943
9.7	43.366	12.622
13.4	42.779	13.039
9.2	43.365	12.541
5.7	39.934	15.903
12.9	42.498	13.34
134.1	38.495	15.524
10	42.792	13.147
10	42.479	13.341
9.4	43.365	12.542
5	44.882	11.06
8.9	43.372	12.527
5	43.376	12.557
16.9	43.092	12.83
7.6	44.53	9.45
0.4	43.367	12.66
22.2	37.553	15.207
9.2	44.166	10.166
9.5	42.706	13.212
5.4	43.336	12.557
7.6	43.382	12.531
5	43.382	12.548
4.3	43.376	12.552
7.3	43.365	12.553
4.6	43.393	12.464
8.6	43.361	12.56
3.5	43.368	12.546
5	43.372	12.548
6	43.358	12.552
5.4	43.373	12.553
8.6	43.37	12.551
10.8	42.946	12.955
8.9	37.953	14.926
6	43.366	12.544
13.8	43.44	12.768
8.4	43.394	12.468
4.1	43.374	12.55
6.5	44.259	9.949
6.5	43.446	10.95
25.2	43.115	13.372
7.6	43.301	12.547
11	42.957	12.953
10.2	44.195	10.224
8.8	43.366	12.564
12.6	42.966	12.935
10.1	42.79	12.723
4.8	43.371	12.562
8.9	43.344	12.538
5.1	43.37	12.555
8.6	38.798	16.274
5.2	43.383	12.543
9.4	43.439	12.503
2.6	43.247	10.862
6.9	46.046	11.6
15.5	40.977	14.993
5	43.377	12.552
13	42.483	13.33
10.5	43.114	12.835
51.8	43.508	12.739
12.9	42.487	13.356
8.6	43.36	12.524
7.8	43.438	12.439
8.2	43.44	12.452
5.8	43.007	12.688
7.5	43.027	12.695
5.3	43.35	12.537
10.6	38.878	16.384
4.2	43.384	12.534
5.7	43.4	12.511
4.7	43.4	12.565
10.7	44.241	10.227
7.3	43.368	12.554
8.3	43.362	13.051
8.3	42.628	12.53
12.5	43.034	13.03
4.7	43.366	12.566
7.5	43.361	12.561
4.2	43.362	12.558
7.8	42.62	12.984
7.9	43.558	13.844
4.1	43.358	12.55
12.1	43.337	12.489
10.9	43.128	13.005
6.4	43.448	12.432
9.1	39.963	16.011
4.1	43.368	12.558
5.4	43.366	12.561
8.9	43.382	12.539
11.7	42.628	13.058
6.2	43.38	12.529
9.2	42.553	13.322
4.6	43.404	12.565
8.8	43.327	12.588
23.9	40.574	15.549
10.8	43.415	12.629
8.8	43.363	12.558
46.1	43.696	12.562
15.8	43.196	12.845
10	42.723	13.233
5.2	43.366	12.565
11.5	42.557	13.343
8.5	44.165	10.188
10	42.55	13.333
25.7	42.789	13.621
9.3	43.07	12.8
8.6	43.242	12.949
10.9	42.784	12.726
11.3	42.555	13.335
11.1	41.556	13.836
7.5	43.435	12.455
8.9	43.383	12.542
8.7	42.776	12.286
11.5	42.513	13.128
10.1	45.818	11.05
9.4	38.622	14.302
8.9	43.378	12.528
17.5	38.093	14.896
5	43.21	11.02
8.6	43.41	12.48
10	41.632	13.969
8.6	43.332	12.587
16.6	42.476	13.263
9.9	41.958	13.317
4.8	43.367	12.557
5.1	43.371	12.552
4.1	43.376	12.554
7.1	43.363	12.561
15.2	43.289	13.103
5.7	43.359	12.558
8	43.451	13.023
7.8	46.5	9.716
7.5	43.38	12.532
8.1	38.134	15.266
16.5	43.292	13.098
16.7	43.296	13.094
11.2	42.555	13.34
4.2	43.375	12.555
4.5	43.376	12.552
8.4	43.349	12.535
5.5	43.376	12.552
7.1	43.374	12.556
5	44.96	6.949
26.2	40.816	16.883
13	40.023	15.984
9.7	42.544	13.318
21.3	40.972	15.02
10	40.963	14.968
10	42.687	13.134
8	43.404	12.49
10.2	43.333	12.5
25.9	37.158	15.042
14.1	43.363	12.739
8.8	39.877	16.057
11	42.528	13.273
11.8	42.578	13.032
7.8	43.399	12.468
10	42.321	13.52
5	39.858	15.974
5.4	43.367	12.587
10	42.012	14.162
25.6	39.162	16.477
31.1	44.024	12.889
10.3	42.856	13.101
5.8	43.37	12.556
7.5	43.364	12.557
22.7	39.168	16.474
5	39.903	16.116
10.7	39.158	16.47
23.3	39.148	16.464
10.5	39.157	16.468
10.3	42.956	12.962
23.5	39.167	16.476
23.6	39.155	16.472
8.5	43.371	12.553
16	39.286	16.553
9	42.6	13.455
194.2	38.957	15.668
7.3	39.883	15.994
8.7	46.607	11.377
11.1	43.309	12.568
5.5	43.36	12.549
10.3	43.178	12.592
11.9	42.563	13.042
10.6	42.788	13.234
21.2	40.986	15.021
12	43.026	12.938
10.4	42.534	13.154
4.6	43.379	12.552
4.1	43.383	12.55
7.4	43.381	12.549
4.3	43.318	12.606
10.4	42.481	13.198
20.4	44.197	12.699
21.9	37.316	15.974
19	42.631	13.355
10.6	43.248	12.548
8.3	46.011	6.998
7.3	43.366	12.559
9	43.707	12.237
45.3	43.808	12.58
7.5	43.374	12.546
15.2	42.444	13.206
10.9	42.449	13.194
6.5	43.368	12.54
13.1	43.089	13.048
0.8	38.282	13.848
10.4	43.69	12.273
5.9	43.506	12.27
8.6	43.505	12.266
10.4	43.683	12.282
11.1	44.566	7.011
11.1	43.189	12.866
10.8	42.485	13.484
10.8	42.689	13.263
8.2	44.163	10.139
5.6	43.378	12.542
8.2	43.374	12.547
10.3	42.795	13.149
7	43.365	12.556
8.6	39.872	16.003
4.7	43.372	12.556
10.3	42.49	13.469
31.9	37.771	14.652
5.8	43.369	12.547
6	43.366	12.558
9.8	42.664	13.262
5.4	43.359	12.546
7.9	43.5	12.373
11.1	42.659	13.282
8.8	42.649	13.26
4	43.375	12.551
9.7	43.565	12.079
5	43.369	12.56
4.2	43.37	12.523
11.1	43.185	13.102
5.7	43.367	12.505
3.8	43.375	12.539
8.6	46.154	11.158
5.8	43.371	12.549
9.2	42.924	12.86
10.4	43.153	12.865
4.6	43.418	12.981
8.7	39.131	16.502
4.3	43.37	12.543
5.9	43.356	12.559
6.6	43.372	12.544
11.6	39.358	16.455
9.1	42.682	12.88
12.8	41.564	13.974
27.2	43.07	13.524
9.3	39.866	16.237
27.5	43.062	13.528
8.2	43.156	11.017
10	42.94	13.122
10.5	42.94	13.115
39.5	37.865	14.459
10.6	42.94	13.115
8.3	42.723	12.502
23.4	44.278	10.632
16	42.646	13.441
4.9	37.649	15.046
7.9	37.601	15.087
5.1	37.643	15.058
14	43.082	12.994
4.8	43.37	12.562
9.5	43.476	12.438
10.6	43.029	12.931
5	43.362	12.561
10.7	45.603	6.98
2.9	43.367	12.538
9.5	46.132	7.501
4.1	43.367	12.565
6.6	43.37	12.557
5.2	43.369	12.562
24.2	43.119	13.371
5.2	43.369	12.564
17.2	41.542	13.856
5.1	43.37	12.559
6.4	43.364	12.557
4.3	43.369	12.558
5.6	43.368	12.563
7.5	43.366	12.559
11.2	38.152	15.826
9.3	39.88	16.048
5.5	43.367	12.559
9	42.715	12.499
9.2	42.938	12.834
8	42.721	12.521
11.2	38.146	15.827
3.5	43.372	12.56
7.1	43.366	12.559
10.1	44.219	10.333
8.7	42.719	12.516
7.5	42.715	12.524
17.5	41.923	12.749
7.6	40.247	15.885
5.1	43.366	12.547
10.6	42.928	12.94
6.9	43.368	12.559
6.2	43.37	12.559
5.8	43.37	12.553
10.5	42.929	12.946
14	42.534	13.293
9.9	42.72	12.478
10.7	42.941	13.117
10.3	42.933	13.114
6.3	43.368	12.561
8.3	46.403	13.029
3.7	43.368	12.556
9.1	38.106	15.08
9.8	43.566	12.368
9.1	43.726	10.371
8.6	42.252	13.583
22.6	44.292	11.516
5.2	43.096	12.908
10.7	46.473	10.507
9.4	42.896	13.048
7.8	42.631	12.5
5.8	43.359	12.544
18.9	42.55	13.283
25.5	45.622	9.854
29.2	40.872	16.736
7.8	40.013	15.804
1.8	44.861	11.448
29	44.213	10.569
10.2	42.791	13.155
9.5	42.792	13.168
3.7	43.382	12.538
8.4	43.382	12.543
4.4	43.362	12.557
6.9	42.794	13.343
2.8	43.376	12.568
4.4	43.38	12.508
4.6	43.371	12.56
7.2	43.417	12.548
5.4	43.371	12.554
10.5	42.939	12.978
9.3	43.582	13.81
4	44.893	11.21
9.1	39.891	16.035
167.6	38.904	15.599
13.8	39.968	15.692
6.4	43.372	12.551
12.7	42.452	13.284
38	45.174	7.644
8.5	43.998	8.004
7.6	39.877	16.083
4.4	43.369	12.542
12.1	42.642	13.275
9.6	43.615	13.767
14.9	43.67	7.394
0.1	43.431	12.978
9.3	40.17	15.961
12.7	43.04	12.949
12.5	44.256	10.231
10	42.899	13.13
9	45.669	7.655
54.3	38.02	16.246
25.9	43.459	12.897
4.4	38.128	15.076
10	38.107	15.078
7.4	45.865	11.292
21.9	43.096	13.135
7.5	38.12	15.077
3.9	43.377	12.56
140.9	38.406	15.417
10.4	43.101	12.975
8.5	45.871	15.048
9.9	40.955	14.952
11	42.562	13.257
10.4	38.129	14.939
5.3	43.373	12.556
14.2	42.546	13.371
5.4	43.384	12.57
6.4	43.394	12.53
8.9	42.925	12.959
8.7	42.922	12.939
5	43.376	12.547
4.8	43.386	12.532
6.5	43.338	12.53
16	38.135	14.895
35.6	37.804	14.92
14.2	38.142	14.903
22.4	43.128	13.394
10	42.923	12.85
4.4	43.366	12.521
36.7	37.834	14.936
10.3	42.916	12.927
5.4	43.372	12.556
15.9	42.447	13.303
10.4	39.874	16.07
12.4	44.255	10.234
15.7	40.561	15.75
6.3	43.363	12.56
9	43.37	12.554
7	43.37	12.555
10	47.068	9.987
10.3	37.881	14.602
7	44.53	9.451
7.4	44.531	9.457
8.4	43.374	12.558
5.8	43.376	12.561
7.2	43.37	12.56
10.4	44.523	9.427
10	45.673	7.089
7.7	43.368	12.554
10.4	43.14	12.613
10.5	38.053	15.081
9.4	39.85	16.045
12.7	43.473	13.014
9.8	43.12	12.587
12.6	42.577	13.121
9.7	42.779	12.75
5.2	43.371	12.556
4.6	43.381	12.562
4.6	43.369	12.55
9.4	43.611	13.768
10	46.393	10.858
10	46.403	10.87
11.1	42.294	13.699
9.8	42.74	13.089
7.5	43.366	12.56
5.3	43.363	12.556
7.9	40.261	15.895
7.1	43.37	12.558
7.8	39.941	16.018
12.4	42.541	13.119
10.2	42.791	13.155
9.1	43.09	12.868
9.8	42.829	12.947
1.8	43.389	12.544
20.8	40.66	15.865
129.5	38.469	15.5
7.2	43.371	12.555
8.2	39.86	16.054
10.4	42.789	12.717
4.8	43.373	12.559
7.8	42.781	12.746
5.8	43.369	12.557
10	42.791	13.151
7	46.205	12.557
8.4	42.779	12.746
6	43.373	12.555
5.9	43.366	12.578
12.5	42.604	13.12
9.9	43.228	12.56
5.6	43.372	12.565
10	42.649	14.115
44.2	44.889	7.49
10.9	40.779	15.308
37.9	44.858	7.543
4.9	43.367	12.562
4.4	43.373	12.562
7.1	43.37	12.562
14.7	42.508	13.288
8.2	43.964	11.52
8.4	43.373	12.551
5.1	43.375	12.556
4.8	43.371	12.557
7.1	43.37	12.558
13.1	42.683	13.214
25.6	44.321	11.016
9.7	43.235	12.562
14.8	42.537	13.318
7.4	43.454	12.485
6.6	43.37	12.526
14.6	42.612	13.238
105.4	38.866	15.733
5.4	39.957	15.999
5	45.202	12.511
11.1	42.583	13.126
12.5	42.578	13.12
9.7	42.609	13.125
7	43.37	12.548
17.6	38.082	14.91
12	42.586	13.121
9.7	42.734	12.874
4.1	43.156	12.275
7.9	43.381	12.518
19.2	38.069	14.891
13.9	42.639	13.248
8.2	45.744	8.248
7.5	42.785	12.75
8	42.782	12.746
7.9	42.788	12.747
10.4	42.59	13.123
9.8	44.225	10.332
12.2	38.12	15.24
14.2	42.562	13.108
12.3	42.632	13.244
10	43.598	13.839
5.6	43.35	12.525
8	43.56	13.787
16.6	42.521	13.201
12.4	42.952	13.025
11.3	42.583	13.116
11.8	42.636	13.249
10.1	42.788	13.152
11.8	42.567	13.118
10	42.791	13.149
11	42.244	12.908
10.5	42.577	13.285
14.9	42.24	12.924
22.1	43.661	13.412
6.6	43.328	12.536
12.8	42.64	13.249
10.2	42.638	13.232
14.4	43.096	13.018
10	43.347	13.252
7.7	39.944	16.016
8.9	43.366	12.556
6.7	43.364	12.55
13.1	43.347	12.746
15.7	42.512	13.281
9.8	43.264	12.536
12.6	42.584	13.116
7.8	43.332	12.537
9.9	43.579	12.427
12.3	42.582	13.121
12.2	42.583	13.116
9.9	42.935	13.045
11.4	42.583	13.125
12.6	42.639	13.242
9	43.091	12.802
9	44.03	7.812
12.4	42.586	13.114
10	44.024	7.823
