# latitude	longitude	depth =
44.079	11.725	25
43.447	12.47	6.2
43.443	12.47	5.7
43.452	12.472	5.5
43.443	12.467	5.7
38.015	14.971	10
37.189	15.151	3.9
43.417	12.507	7.2
40.44	15.04	5.5
41.736	13.862	9.7
43.406	12.491	8.2
43.436	12.469	9.2
41.566	13.734	14.6
43.438	12.34	8.8
43.438	12.508	5.3
43.44	12.339	7.9
41.722	13.845	11.3
41.722	13.853	13.4
41.721	13.852	15.2
41.738	13.856	9.9
41.743	13.866	9.3
43.445	12.482	5
41.735	13.852	9.6
44.196	10.101	7.2
43.437	12.502	4.9
43.382	12.563	3.5
42.815	13.164	9.5
43.434	12.475	6.4
43.412	12.489	5.6
40.269	15.88	10
43.385	12.513	5.3
43.388	12.518	6
42.75	13.835	10
43.462	12.378	5.3
43.383	12.521	5.2
40.404	15.11	6.6
43.442	12.343	8.2
42.38	13.286	9
43.418	12.517	6.4
42.411	13.284	9.6
41.231	14.928	11.2
43.382	12.52	7.9
43.231	12.786	6.8
43.456	12.481	7.9
43.423	12.461	6.1
38.304	16.054	13.5
43.457	12.372	7.2
43.404	12.49	5.7
43.448	12.47	8.2
43.452	12.474	5.3
42.504	13.328	14.8
42.507	13.326	14.1
42.506	13.325	15.1
42.506	13.325	15.8
42.506	13.324	16.3
42.504	13.324	15.1
43.38	12.512	4.5
39.891	16.067	8.1
43.439	12.493	8.3
43.445	12.506	9.4
42.418	13.282	9.4
42.505	13.324	14.4
45.707	7.84	3.2
43.381	12.546	6
43.384	12.505	7.7
42.864	12.706	9.4
43.885	12.046	6.7
43.404	12.491	8.5
43.428	12.479	4.3
39.883	16.072	7.5
43.457	12.446	3.7
38.253	15.162	14.3
43.412	12.487	8
43.421	12.494	6.4
43.41	12.49	8.4
43.416	12.488	5.6
43.412	12.492	4.8
43.381	12.523	5.2
43.406	12.494	5.8
43.142	12.954	18.6
43.185	12.751	12.3
43.139	12.951	18.8
43.433	12.527	9.5
43.139	12.95	18.7
43.374	12.537	7.5
44.182	10.11	8.4
43.454	12.465	6.3
44.168	10.226	5.9
43.374	12.559	8.9
43.423	12.46	8.5
42.961	13.167	9.8
37.069	15.44	9.4
43.355	12.529	8.7
43.342	12.547	7.8
44.182	10.196	9
42.858	12.711	9.5
43.398	12.494	9.4
43.44	12.474	5.9
43.41	12.477	9
43.46	12.471	5.1
43.446	12.456	7.4
43.385	12.5	8.8
40.261	15.905	9.7
42.414	13.293	10.8
42.404	13.305	15.8
42.412	13.3	10
43.369	12.555	6.8
40.268	15.893	9.7
43.429	12.478	5.6
41.166	14.737	10
40.245	15.897	9.7
43.401	12.489	4.9
43.446	12.501	7.8
43.12	12.581	9.1
42.393	13.336	13.9
42.418	13.264	10
42.423	13.267	9
40.253	15.905	9.4
43.372	12.555	4.9
43.392	12.51	4.5
43.378	12.563	1.3
43.403	12.492	7
43.407	12.496	7.8
43.404	12.493	6.6
37.151	11.673	10
43.393	12.533	6.9
43.386	12.512	6
43.416	12.531	0.7
42.427	13.3	9.8
42.419	13.291	10.1
42.41	13.314	10.6
43.395	12.58	6.1
42.423	13.254	8.4
42.425	13.279	4
42.409	13.278	9.3
43.399	12.523	8.6
40.248	15.91	10.3
42.711	13.14	10.6
43.404	12.517	8
42.954	12.894	8.6
43.446	12.451	8.4
43.452	12.34	9.8
43.396	12.5	7.1
43.395	12.503	5.8
43.428	12.477	8.1
39.812	15.895	53.4
42.982	12.886	12.9
43.426	12.477	8.3
43.329	12.574	9.4
43.468	12.494	7.7
43.401	12.5	10.1
41.511	14.506	9.3
43.194	12.575	9.1
43.434	12.5	7.5
43.426	12.478	6
43.376	12.512	8.8
42.659	13.024	9.6
43.16	12.992	12.9
43.388	12.51	6.7
43.434	12.501	5.5
43.427	12.5	9.1
42.479	13.483	15.5
43.435	12.507	9.6
43.379	12.516	7.5
38.451	15.543	148.3
43.391	12.511	6.5
43.41	12.503	5.2
43.38	12.543	5.9
42.528	13.3	13.9
43.378	12.543	5.7
43.376	12.542	5.3
43.306	12.599	11.7
43.43	12.489	6.9
43.338	12.538	9.1
43.426	12.474	8.5
43.387	12.507	8
44.55	9.594	7.8
38.15	15.074	6.1
43.384	12.507	6.6
43.344	12.529	9.1
43.384	12.508	5.9
43.384	12.514	5.9
43.383	12.512	7.7
43.387	12.51	6.8
42.582	13.415	10.9
43.907	12.542	46.6
43.38	12.513	8.6
43.383	12.513	4.9
43.386	12.513	6.2
43.422	12.494	7.7
44.212	10.099	7.2
42.411	13.283	9.8
43.392	12.495	8.2
43.412	12.493	7.2
44.209	10.101	6.8
43.378	12.601	5.8
43.387	12.512	5.5
41.503	14.518	9
37.695	14.348	34.1
43.415	12.487	6.3
43.398	12.495	8.4
43.385	12.519	4.9
43.341	12.53	9.2
40.999	14.506	10
43.411	12.5	6.4
43.348	12.533	7.7
43.406	12.504	7.1
44.227	10.119	5.4
43.438	12.494	8.7
45.671	10.81	9
43.385	12.513	5.9
42.868	12.675	9.4
42.865	12.685	8.4
42.805	12.714	7.7
43.016	13.027	11.8
43.384	12.51	7.9
43.381	12.512	7.7
43.325	12.578	7.4
43.404	12.486	8
41.671	14.806	10.8
37.963	14.829	16.2
43.428	12.482	4
43.446	12.482	4.9
43.431	12.506	7.1
43.433	12.999	2.1
44.089	10.245	10.2
40.275	15.888	10.6
43.435	12.502	6.5
43.419	12.514	5.9
43.406	12.495	6.2
43.402	12.481	8.7
42.418	13.266	8.8
43.407	12.469	4.3
42.402	13.303	11
43.092	13.105	12
43.387	12.567	3.7
40.687	16.691	10.2
42.739	13.23	9.5
41.949	14.146	17.4
42.782	12.977	9.9
44.084	10.246	7.5
44.184	10.211	8.4
43.384	12.528	5.3
42.401	13.294	10.9
43.456	12.436	5.7
42.78	12.962	9.3
43.377	12.512	8.5
43.461	12.465	7.7
43.37	12.557	7.6
43.388	12.508	8.7
41.501	14.494	10.9
43.437	12.497	8.6
42.412	13.271	9.9
43.392	12.504	8.4
43.383	12.53	5.5
43.381	12.532	5.2
43.388	12.515	6
43.435	12.472	7.9
43.4	12.493	7.1
39.945	16.008	6.7
43.41	12.494	6.1
46.02	7.333	10.5
37.024	15.389	32.7
43.44	12.466	7.7
43.098	13.117	14
43.283	12.65	10.8
43.41	12.492	7
43.441	12.475	5.6
42.66	13.022	10.1
43.38	12.522	7.5
43.442	12.478	4.8
43.426	12.509	8.4
43.278	12.655	11
43.371	12.513	8
43.286	12.657	11.1
43.409	12.485	6.5
43.424	12.484	4.6
43.405	12.5	3.9
41.356	14.478	14.4
40.427	15.092	5.6
43.404	12.529	8.3
38.395	15.292	145.7
43.411	12.477	4.7
43.433	12.481	5.6
43.136	13.164	8.9
43.346	12.527	6.2
43.517	12.51	8.5
43.45	12.49	8.4
43.385	12.551	0.2
43.415	12.49	7.7
43.412	12.496	7.6
43.41	12.486	6.2
43.381	12.511	5.3
43.437	12.529	6.8
43.414	12.47	8.4
43.41	12.487	6
37.948	14.813	15.3
44.206	10.11	7.7
44.205	10.104	9.3
43.402	12.502	9.2
39.521	15.438	50
43.403	12.493	8.3
42.714	13.138	9.9
42.708	13.142	9.5
43.122	12.929	15.6
43.391	12.496	9.2
42.699	13.12	8.8
42.711	13.142	10.8
42.708	13.119	3.9
42.717	13.133	10.1
42.844	12.948	7.7
43.346	12.548	7
42.48	13.283	18.1
43.444	12.464	8
43.435	12.498	7.3
43.434	12.471	8.8
43.376	12.559	3.6
43.404	12.49	8.4
43.413	12.488	6.5
42.411	13.266	9.1
43.78	12.172	23.6
43.4	12.483	8.1
39.854	16.113	8.7
43.854	12.066	10.6
43.423	12.547	5.7
42.411	13.276	9.9
43.334	12.528	4.3
43.452	12.47	4.9
43.378	12.558	3.4
44.198	10.197	6
43.392	12.511	6.2
43.458	12.732	15
43.845	12.079	7.7
43.395	12.686	10
43.45	12.496	8.3
42.409	13.278	9.3
39.896	16.119	3.5
39.495	16.655	34.2
46.35	13.151	6.2
42.4	13.282	8
44.202	10.11	6.1
43.435	12.465	8.1
43.446	12.511	7.5
42.799	12.892	10
43.077	12.481	9.4
43.713	12.287	9.7
43.422	12.524	6.2
43.482	12.454	8.9
43.262	12.304	25
43.403	12.493	5.7
42.802	12.889	9.4
37.356	15.854	10
43.431	12.496	6.9
42.717	13.011	9.5
43.409	12.485	8.1
42.948	13.13	8.9
43.39	12.503	6.1
44.032	11.643	9.9
43.435	12.498	8.3
42.806	12.716	8.2
43.39	12.502	8.5
38.86	16.44	10.3
43.396	12.505	6
43.432	12.49	7.2
43.366	12.507	4.4
43.453	12.452	6.4
43.453	12.454	8.6
37.077	14.66	22.6
42.63	13.229	13
43.393	12.5	4.6
39.484	16.559	32.1
43.429	12.482	7.6
43.444	12.496	6.7
43.435	12.48	8.5
39.929	15.99	6.9
39.484	16.561	30.9
43.416	12.522	7.4
43.405	12.479	5.9
43.375	12.51	5
39.485	16.563	33.6
44.211	10.111	8.2
43.389	12.503	6.8
44.128	10.417	7.4
44.128	10.418	8.2
42.809	13.089	9.1
44.21	10.106	7
43.382	12.542	8.3
43.377	12.522	6.9
43.406	12.528	6
44.209	10.108	8.3
44.202	10.106	9.2
42.739	12.652	3.4
43.379	12.556	4.3
42.724	12.663	6.1
44.205	10.097	1.3
42.72	12.673	8.8
42.706	12.641	9.8
43.382	12.512	8.6
43.385	12.5	8.3
43.386	12.504	7.8
43.421	12.521	8.4
43.472	12.45	7.1
43.375	12.51	4.3
44.198	10.118	10.2
43.417	12.525	7.6
43.424	12.47	6.2
43.408	12.487	6.6
43.41	12.484	6.1
43.21	12.792	18
43.234	10.863	9.7
43.202	12.79	17.7
38.406	15.381	113.8
42.715	12.635	12
42.715	12.661	8.9
43.382	12.535	8.1
42.754	13.013	10.9
43.386	12.511	5.7
43.36	12.557	5.9
43.035	12.978	11.7
44.2	10.116	10.1
43.377	12.562	6.2
43.404	12.487	6
43.392	12.515	4.8
44.199	10.115	10.2
43.427	12.489	5.9
43.428	12.49	5.9
44.204	10.136	5
40.268	15.891	10.5
42.7	12.634	10.4
42.775	13.534	8.6
42.704	12.625	11
39.892	16.118	5
42.304	12.928	10
43.423	12.523	7.4
44.208	10.114	8.4
42.232	13.523	9.5
43.381	12.511	8.8
37.71	15.939	32.4
43.414	12.499	7.8
42.922	12.904	10.2
43.377	12.403	8.8
40.276	15.899	3.9
40.492	15.691	15.4
44.155	8.586	6.6
43.387	12.51	8.3
43.395	12.505	5.7
43.382	12.525	6.9
43.438	12.508	3.8
44.211	10.109	7.7
43.38	12.545	5.4
43.416	12.497	6.8
43.399	12.503	5.9
43.398	12.502	8.5
39.245	15.971	55.6
43.419	12.531	8.7
39.918	16.282	15.3
40.269	15.908	9.2
43.344	12.528	6.1
43.405	12.492	6.6
43.416	12.482	5.7
45.336	6.543	10
43.375	12.55	10
43.509	12.365	9
42.236	13.509	9.3
43.396	12.5	8.7
40.255	15.907	9.4
43.392	12.504	7.8
44.206	10.096	8.8
44.21	10.102	8.1
38.338	14.875	9.5
43.44	12.492	8.2
43.374	12.562	7.8
40.264	15.903	7.8
44.091	10.689	8.5
43.376	12.538	7.8
39.882	16.031	8
39.871	16.036	8.4
43.372	12.542	8.3
43.403	12.494	7.8
39.661	15.245	32.2
43.352	12.531	6.8
39.902	16.055	5.9
44.163	8.586	7.5
44.146	8.464	3.9
43.407	12.496	6.9
43.393	12.508	8.8
43.437	12.495	6.5
38.156	15.105	14.1
43.439	12.483	7
43.505	12.357	5.7
43.403	12.497	8.8
42.952	13.062	8.8
43.383	12.514	4.5
43.518	12.351	7.1
40.81	16.535	35.5
43.408	12.491	6.1
43.444	12.499	8.2
43.407	12.489	7.2
43.447	12.433	10
43.39	12.492	6.8
43.382	12.511	7.9
43.39	12.494	9.6
43.405	12.53	6
43.396	12.499	6.2
43.398	12.498	8.8
43.394	12.488	6.3
43.401	12.504	5.9
42.627	13.128	10.6
43.449	12.476	4
43.348	12.529	5.2
43.439	12.471	4.9
43.452	12.461	5.3
43.438	12.472	7.6
43.434	12.47	7.3
43.434	12.465	8.9
43.439	12.456	5.5
43.436	12.47	8.3
40.74	13.9	3
43.447	12.77	9.9
45.562	7.075	11.8
43.455	12.464	7.2
40.274	15.969	10
38.12	15.637	11.1
38.124	15.643	10.7
41.666	14.426	22.2
43.414	12.487	7.1
43.407	12.494	8.4
38.114	15.641	11.5
43.38	12.506	5.5
43.383	12.522	9.3
40.808	16.537	35
38.41	14.963	175.5
38.118	15.631	11.1
38.122	15.65	10.7
38.116	15.632	10.9
38.111	15.642	11.1
38.116	15.638	10.7
43.427	12.496	9.1
43.479	12.396	6.1
38.12	15.642	12.9
38.122	15.637	10.8
44.176	10.216	9.3
43.379	12.525	8.2
43.396	12.494	7
43.396	12.477	6.9
38.562	14.502	8.3
38.123	15.641	10.7
43.441	12.455	6.2
43.342	12.53	7.2
43.51	13.888	8
43.423	12.524	8.3
43.395	12.501	8.1
38.122	15.646	10.5
43.384	12.511	5.2
43.359	12.509	6.3
38.117	15.64	11.1
43.424	12.462	6.2
43.442	12.449	5.8
43.108	13.423	22.5
38.157	15.104	15
43.401	12.49	6.4
43.424	12.502	8.7
43.394	12.518	8.2
40.259	15.888	9.8
38.118	15.637	11
44.197	10.107	9.2
38.117	15.639	11
38.115	15.638	12.2
38.12	15.638	10.8
38.124	15.637	11
38.119	15.637	10.8
38.119	15.639	10.8
38.118	15.636	11.2
38.112	15.646	10.8
38.115	15.638	10.9
38.118	15.638	10.6
38.119	15.639	10.9
38.12	15.637	10.8
44.205	10.105	7.1
38.117	15.641	12.4
38.114	15.64	12.8
43.383	12.513	6.4
43.415	12.471	8
42.485	13.479	15.6
43.436	12.496	8.9
43.431	12.5	8
39.9	16.078	8.9
43.425	12.469	6.4
43.438	12.493	9
45.514	14.944	10
44.192	10.12	7.5
43.406	12.496	7.3
40.26	15.888	10.2
43.402	12.497	7.9
44.176	10.213	9.3
43.403	12.488	7.2
43.374	12.558	2.3
43.45	12.505	8.8
38.99	15.837	97.1
43.428	12.479	6.5
43.377	12.53	6.6
43.399	12.499	6.1
43.308	12.736	9.8
43.399	12.496	6.3
43.402	12.487	5.4
37.75	14.957	31.5
38.893	16.065	37.5
43.408	12.486	6.5
43.398	12.492	6.3
43.421	12.474	6.1
43.435	12.493	5.7
43.407	12.475	7.2
43.45	12.508	8
43.412	12.48	6.4
42.865	12.873	11.7
43.437	12.494	7.4
42.768	12.894	10.2
39.806	16.233	5.4
43.39	12.522	9.1
43.394	12.502	7.4
43.383	12.42	7.6
43.436	12.494	7.3
43.668	12.186	9
43.436	12.493	7.2
43.417	12.454	5
43.438	12.496	8.3
43.439	12.5	8.4
43.431	12.489	8.3
42.406	13.289	11.9
43.396	12.491	6.8
43.435	12.497	8.1
43.428	12.443	8
43.43	12.501	6.8
43.444	12.515	8.4
43.436	12.498	6.8
43.436	12.497	8
42.413	13.279	9.8
43.46	12.449	6.9
43.4	12.518	5.6
43.411	12.502	6.7
42.986	12.938	7.4
43.443	12.495	7.6
43.408	12.449	7.7
42.379	13.333	10
43.421	12.54	9.1
43.392	12.506	7.1
43.446	12.457	7.6
43.428	12.497	6.9
43.086	12.832	9
44.188	10.174	9.6
42.368	13.342	10.7
44.195	10.176	9.3
43.423	12.464	6.1
43.402	12.488	9.1
43.39	12.5	5.6
43.398	12.513	11.7
40.288	15.896	7.2
42.785	12.521	7.3
40.646	15.883	19.5
43.428	12.5	8.2
43.43	12.499	8.6
43.436	12.495	7.8
43.43	12.464	5.3
43.394	12.49	8.7
43.59	12.62	10.8
43.251	12.569	5
43.402	12.502	6.1
43.439	12.5	7.9
43.438	12.497	8.7
43.328	12.516	9.5
45.792	11.024	12.9
41.346	14.468	11.1
39.32	15.307	268.7
43.317	12.581	9.7
43.4	12.486	8.5
43.391	12.483	6.2
43.362	12.514	5.7
42.583	13.208	14.6
43.579	12.343	10.7
43.404	12.718	10.6
40.253	15.893	11
43.422	12.461	6.1
40.276	15.92	6
38.143	15.094	17.1
38.128	15.111	16.2
38.146	15.101	11.2
40.255	15.89	10.3
43.4	12.475	6.2
43.482	12.403	6.5
43.18	12.694	7.1
43.453	12.42	9.3
43.417	12.455	5.2
43.44	12.456	8.5
43.404	12.489	5.6
43.376	12.567	3.1
43.38	12.513	8.4
43.444	12.454	7.1
43.424	12.568	10.1
43.371	12.513	5.7
43.34	12.529	7.4
38.098	15.331	8.3
43.417	12.429	7.4
43.431	12.449	6.7
43.168	12.54	10.4
37.198	15.158	10.5
43.446	12.489	6.4
44.209	10.108	0.8
43.392	12.503	6.5
43.431	12.503	7
38.764	13.948	37
43.414	12.452	8.2
38.154	15.096	16
43.462	12.404	8.6
38.151	15.096	13.1
38.157	15.118	15.7
43.402	12.448	11.1
43.415	12.462	7.3
43.427	12.46	6.3
42.608	13.036	9
43.432	12.463	8
43.377	12.514	7.2
43.421	12.445	8.6
43.354	12.528	7.1
42.899	13.361	18.7
42.89	13.377	10.1
42.901	13.331	25.5
43.389	12.487	6.5
43.427	12.465	7.6
43.402	12.47	4.9
43.333	12.595	7.8
43.387	12.492	10
43.377	12.53	6.7
43.367	12.51	5
43.42	12.554	10.2
43.406	12.47	9.6
43.371	12.72	12.1
43.396	12.485	6.1
43.443	12.458	7
43.444	12.447	8.2
44.506	6.762	8.2
44.498	6.763	10
43.374	12.556	2.9
43.402	12.498	7.2
43.127	13.015	13.3
43.423	12.466	7.9
43.398	12.478	6.5
42.175	13.473	15.7
43.394	12.486	8.8
43.438	12.485	6.9
43.44	12.498	8.8
43.443	12.456	8.8
43.044	13.088	6.9
43.403	12.482	8.7
43.446	12.469	6.9
43.395	12.488	5.3
43.423	12.525	8.7
43.444	12.493	6
43.422	12.476	5.5
43.42	12.481	8.2
43.399	12.525	7.1
43.442	12.535	0.5
43.436	12.525	8.1
43.418	12.48	8.5
43.398	12.487	6
43.442	12.461	7.8
42.894	6.516	10
43.428	12.469	6.8
41.899	13.275	9.6
41.9	13.276	9.9
42.588	13.316	12.6
43.439	12.445	7.3
43.393	12.508	5.8
43.425	12.469	6.4
43.46	12.476	7.8
43.397	12.494	6.6
43.428	12.451	7
43.393	12.502	6.2
41.901	13.276	9.6
43.384	12.508	4.9
41.898	13.28	9.9
43.396	12.498	7.4
43.378	12.559	2.3
43.416	12.495	7
42.457	13.416	9.1
43.445	12.35	7.4
39.298	16.43	13.7
43.327	12.604	18.9
43.487	12.293	10.3
43.401	12.487	6.2
43.445	12.46	10.2
43.391	12.502	6.8
43.396	12.496	6.3
43.439	12.466	9.2
43.464	12.485	8.6
43.396	12.508	5.4
39.653	16.822	10.1
39.789	16.256	8.7
43.401	12.485	7.6
38.112	15.649	10.6
43.358	12.534	10.9
43.398	12.489	6.9
43.092	12.603	9
43.438	12.503	8.4
38.498	14.8	8
43.407	12.486	8.6
43.335	12.536	9.1
43.378	12.512	5.2
43.365	12.551	7.6
42.806	12.945	13.3
43.2	13.272	28.8
43.441	12.45	8.5
39.646	16.167	56.3
42.994	13.139	12.1
43.392	12.482	8.7
43.412	12.47	8.7
43.424	12.468	8.1
43.4	12.468	8.5
43.4	12.484	9.2
43.379	12.509	9
43.383	12.529	8.2
43.382	12.547	5.3
43.423	12.469	8.3
38.757	15.777	163.2
38.466	14.531	21.9
43.393	12.494	8.7
42.697	12.618	10
43.389	12.499	8.8
43.387	12.53	5.8
43.408	12.49	7.3
43.393	12.512	10.2
44.165	10.185	8.4
42.288	13.435	11.2
43.374	12.514	7.8
44.358	9.944	10
43.41	12.484	8.9
43.443	12.463	9.5
43.375	12.554	2.8
43.373	12.438	9.7
43.389	12.494	4.4
43.39	12.491	9.5
43.121	12.677	10.3
43.442	12.461	8.2
43.454	12.443	8.8
43.433	12.449	7.8
43.413	12.482	8.2
43.394	12.432	11.3
43.223	12.652	12.4
43.399	12.488	7.9
43.421	12.488	8.9
43.428	12.466	8.3
43.431	12.458	7.5
43.463	12.473	7.3
43.396	12.491	8.4
43.387	12.498	10.1
39.862	16.074	9.3
42.655	13.207	9.4
43.423	12.474	8
43.414	12.47	8.5
43.387	12.502	7.3
43.454	12.407	2.8
43.382	12.51	6.1
43.432	12.454	10.7
41.356	14.475	14.5
43.41	12.487	6.7
43.376	12.513	6.3
43.378	12.507	6.9
43.436	12.441	8.4
38.096	15.077	10.9
43.433	12.468	6.7
43.384	12.502	2.9
43.034	13.036	13.3
43.353	12.531	5.9
43.39	12.473	10.5
43.417	12.448	7.4
41.089	15.341	9
43.392	12.523	0.4
37.658	15.124	8.4
43.394	12.503	4.7
43.403	12.489	9
43.372	12.546	8.6
43.388	12.503	8.2
43.435	12.47	7.4
43.38	12.544	4.6
43.427	12.461	8.5
39.399	16.058	11.1
43.401	12.489	8.9
43.42	12.491	6.7
43.398	12.49	5.7
43.431	12.468	7.1
43.43	12.467	8.1
43.395	12.527	7.6
43.428	12.466	6.2
43.595	12.169	9.5
43.451	12.743	9.7
43.434	12.401	5.9
43.443	12.46	8.3
43.426	12.517	7.6
43.426	12.472	7.8
43.428	12.471	8
41.372	14.457	14.8
37.908	15.672	37.3
44.18	10.178	8.2
43.416	12.501	6.2
43.378	12.54	4.8
43.453	12.483	6.9
43.119	12.817	8.7
43.398	12.492	6.5
38.466	14.784	8.8
43.394	12.497	8.7
43.399	12.496	6.8
43.169	12.8	9.3
40.255	15.892	10.4
43.436	12.526	8.5
43.432	12.437	7.9
43.438	12.458	6.4
38.452	14.762	12.8
43.382	12.515	6.3
41.557	13.216	8.4
43.432	12.46	7.7
43.441	12.469	9.5
43.423	12.468	7.7
43.453	12.486	8.2
43.378	12.544	5.9
45.768	11.182	9.4
43.416	12.498	7.2
43.428	12.497	6.9
43.387	12.499	7.5
43.392	12.5	5.8
43.527	12.316	8.6
43.393	12.502	7
43.417	12.463	9.1
43.406	12.505	6.3
43.594	12.347	9.4
43.44	12.445	6.9
43.535	12.32	7.9
43.394	12.512	7.7
43.441	12.459	7.6
43.375	12.545	5.7
43.457	12.487	8.3
43.415	12.486	6.8
43.4	12.494	5.6
44.202	10.107	9.4
44.192	10.129	0.2
43.395	12.494	7.2
43.342	12.523	9.2
43.391	12.491	8.7
43.393	12.496	8.5
43.394	12.495	8
43.397	12.498	6.7
43.37	12.511	8.8
43.37	12.514	8.2
42.998	12.817	10.3
43.394	12.495	6.1
43.377	12.508	8.6
44.482	6.792	8.2
43.39	12.501	7.2
43.467	12.712	14.6
43.168	12.796	10.3
43.44	12.458	9.5
43.444	12.507	5.8
43.403	12.482	8.4
43.443	12.497	8.8
43.423	12.53	5.8
43.409	12.49	6.6
43.441	12.458	6.9
44.579	7.264	14.7
43.438	12.5	10.7
43.379	12.517	5.7
43.44	12.445	5.6
46.229	10.57	10
43.437	12.477	7.1
43.453	12.44	8.2
43.414	12.503	8.4
43.431	12.482	6.9
43.401	12.456	5.3
44.198	10.209	10.2
42.735	13.102	11
43.18	13.694	33.3
43.446	12.446	5.2
42.737	13.092	11
43.452	12.45	5.3
43.426	12.501	7.3
43.385	12.538	4.5
43.456	12.439	6.5
43.444	12.497	7.2
43.377	12.511	5.2
43.39	12.494	4.7
43.444	12.454	6.7
43.407	12.492	7.2
43.407	12.493	7.1
41.708	13.772	9
43.445	12.494	7.8
43.446	12.493	8.8
41.882	12.73	9.6
43.5	12.763	14.3
43.445	12.498	8
43.446	12.457	6.6
43.396	12.499	8.1
43.384	12.498	7.6
41.725	13.858	6.1
41.729	13.859	6.3
43.39	12.503	6.4
43.438	12.462	6.7
41.89	13.269	9.7
43.401	12.485	6.2
43.43	12.506	5.1
38.088	15.105	10.3
43.362	12.549	5.5
43.371	12.565	5
43.012	12.801	11.7
43.438	12.524	8.8
43.411	12.473	5
43.398	12.459	5.9
43.413	12.478	5.7
43.388	12.53	5.8
43.438	12.485	7.3
43.391	12.489	6
43.396	12.502	10
43.387	12.494	10
43.439	12.456	10
43.435	12.463	10
43.04	12.912	10
38.165	15.061	3.8
43.164	12.803	9.8
43.255	12.712	11
43.419	12.525	8.6
43.425	12.464	7.5
43.42	12.472	5.8
43.446	12.449	7.5
43.421	12.475	9.8
43.436	12.53	7.1
43.392	12.503	6.1
43.441	12.441	10
43.42	12.488	6.5
43.466	12.696	15.3
43.43	12.503	7.8
43.448	12.442	8
43.381	12.529	10
43.392	12.496	8.1
43.413	12.472	7
43.171	12.801	8.6
43.399	12.5	6.7
43.408	12.595	3.9
43.396	12.498	10
43.388	12.492	5
43.441	12.46	9
43.395	12.494	8.6
43.395	12.491	8.1
43.386	12.496	6.9
43.388	12.496	6.4
42.441	13.431	23.3
43.376	12.572	3.2
43.39	12.528	5.5
43.388	12.526	5.5
43.482	12.087	8.2
43.418	12.471	7.6
43.437	12.472	8
43.447	12.455	6.7
43.437	12.458	9.3
43.422	12.465	10.6
43.426	12.464	5.7
43.428	12.463	7.9
43.419	12.492	6.9
42.781	13.144	12.3
43.388	12.525	5.6
43.444	12.454	6.5
43.445	12.456	5.4
43.446	12.454	8.3
43.395	12.499	5.5
43.439	12.45	5.6
43.408	12.491	7.2
43.423	12.474	8.2
43.404	12.507	5.8
43.447	12.456	6.8
43.444	12.453	7.3
40.175	15.667	10.7
40.177	15.777	10.3
43.368	12.554	7.7
43.42	12.505	7.3
43.45	12.495	7.9
43.361	12.519	4.2
43.443	12.453	6.9
43.424	12.505	7.5
43.391	12.493	10
43.392	12.507	7.2
44.478	7.319	12.8
41.961	15.325	10
40.183	15.829	14.3
43.448	12.458	7.9
41.495	15.621	6.3
43.44	12.467	8.2
43.44	12.469	6.8
43.376	12.488	10.1
43.417	12.454	8.9
43.434	12.464	7.1
43.431	12.469	7.8
44.153	10.52	12
43.394	12.512	5.4
43.44	12.461	5.8
43.388	12.528	5.2
43.419	12.47	6.5
43.386	12.531	6.8
43.449	12.758	13.5
43.39	12.527	5.8
43.412	12.495	7.1
43.226	12.824	12.1
43.426	12.479	5.4
43.392	12.502	6.5
43.42	12.472	8.5
43.398	12.5	7.1
43.379	12.508	6.1
43.44	12.443	4.7
43.38	12.504	5.6
43.436	12.475	3.4
43.405	12.418	4.4
43.446	12.453	6.5
43.439	12.464	7.3
43.442	12.467	8.2
43.399	12.515	7
43.446	12.428	4
43.384	12.51	6.1
43.418	12.484	7.2
43.427	12.501	7.1
43.388	12.506	8.7
43.433	12.46	6.4
43.441	12.46	6.8
43.444	12.445	8.4
43.452	12.479	3.3
43.403	12.492	5.8
43.384	12.495	5.4
43.447	12.454	6.1
43.321	12.51	8.7
43.389	12.494	4.5
43.404	12.473	6.6
43.417	12.463	7.7
44.198	10.226	10.5
43.427	12.503	6.4
43.389	12.509	6.3
43.411	12.48	10
43.398	12.496	4.9
43.405	12.512	6.3
43.446	12.463	7.1
44.477	6.766	10
43.4	12.516	2.7
43.394	12.487	6.8
43.375	12.558	2.8
43.327	12.614	8.7
43.425	12.5	6.2
43.375	12.561	3.6
43.393	12.496	5.2
43.433	12.473	6.3
43.426	12.467	6.4
43.4	12.514	4.8
43.434	12.504	6.9
43.456	12.466	8.1
43.438	12.468	8.8
43.443	12.47	7.9
43.445	12.464	8.5
43.407	12.517	4.8
43.446	12.47	8.6
43.379	12.518	8.6
43.401	12.51	5.8
43.443	12.465	8.7
43.383	12.51	6.9
43.446	12.469	7.9
43.438	12.459	7
43.427	12.505	8.8
43.437	12.45	5.8
43.416	12.481	7.7
43.426	12.499	7.9
43.438	12.469	8.4
43.442	12.466	8.5
43.443	12.455	8.7
43.442	12.456	8.3
43.44	12.463	8
43.441	12.468	7.3
43.377	12.503	5.8
42.981	12.706	9.6
43.44	12.46	6.7
43.369	12.569	4.3
43.367	12.559	3.7
43.369	12.544	6.6
43.443	12.46	8.6
43.114	13.158	16
43.434	12.464	6.8
43.392	12.5	8.3
43.434	12.469	7.7
40.425	15.118	7.5
43.417	12.489	9.9
