# latitude	longitude	depth =
38.544	14.156	9.9
38.264	15.776	11.9
43.365	12.546	8.4
43.375	12.528	9.3
46.605	10.559	12.1
44.051	10.012	8
38.47	15.492	131.3
43.466	12.391	6.7
37.891	16.528	37.5
43.364	12.545	7.8
43.275	12.61	10
43.326	12.634	10
41.099	16.884	10
42.522	13.358	8.8
42.708	13.165	10.4
40.252	15.666	0.6
43.345	12.554	1.8
44.184	10.187	3.8
43.572	13.805	8.8
39.051	15.642	92.2
43.358	12.539	6.9
43.336	12.541	8.6
43.574	12.605	8.9
44.186	10.223	8.2
37.846	14.953	38
42.971	12.995	12.1
43.099	11.041	2.7
43.404	12.486	7.4
38.594	14.789	9.6
42.46	13.343	10.6
43.642	12.508	10
43.424	12.496	9.3
43.408	12.485	6.6
38.285	15.633	19
43.4	12.461	7.9
39.893	15.998	8.1
43.409	12.484	6.5
43.604	12.471	3.4
43.573	13.845	9
43.41	12.489	7.8
38.182	15.881	9.7
43.354	12.54	7.2
42.688	12.569	8.9
43.316	12.686	10
43.406	12.527	8
43.633	13.837	5
43.608	13.847	4.6
43.575	13.81	7.7
43.603	13.835	6.4
44.127	10.219	7.7
44.184	10.226	9.8
40.749	15.08	10.9
43.532	13.762	8
44.178	10.234	9.2
44.188	10.231	8.7
37.562	15.549	8.3
43.286	12.524	10.4
43.448	12.363	7.7
36.85	14.765	24.7
43.555	13.808	5
43.084	13.043	14.3
44.184	10.154	6.9
44.18	10.168	8.4
44.074	7.826	8.4
40.012	15.799	7.6
44.075	7.824	8.7
44.185	10.155	8
39.724	16.671	25
43.48	13.758	5
44.103	8.101	2
43.453	13.081	10.4
43.447	13.016	7.7
38.373	17.601	34.5
43.288	12.71	11.7
45.4	6.704	3.3
44.207	11.472	29.5
42.546	13.392	21.2
43.451	12.767	14.3
44.206	10.209	6.5
44.192	10.212	9.1
44.211	10.213	6.2
43.535	13.755	9.9
41.685	13.963	10.7
38.39	15.408	121
44.174	10.2	8.4
42.741	12.861	9.3
42.144	13.875	7.4
44.093	8.57	12.4
43.448	13.125	9.2
42.885	13.269	17.9
43.362	12.539	9.3
46.167	7.462	14.9
39.957	15.986	9
43.366	12.544	6.8
44.227	10.138	9.6
43.119	13.033	12.8
43.91	7.725	9.3
43.413	13.147	8.5
38.611	14.125	9.8
38.574	14.114	9.7
44.22	10.13	9.8
42.778	12.769	6.9
43.334	12.587	9.3
43.864	12.04	7.1
43.43	13.129	9.4
43.363	12.539	8.2
44.192	10.218	10.2
43.484	12.326	9.6
39.549	15.697	271.6
43.403	12.462	4.5
43.348	12.674	12.9
43.375	12.582	7.7
43.447	13.128	9.2
43.471	12.538	10.8
42.306	13.141	9.8
43.462	12.319	7.1
43.019	12.943	13.5
43.444	12.493	9.2
44.065	7.751	8.5
43.347	12.657	13.4
43.344	12.673	11.1
44.267	10.881	10.9
43.392	12.468	8.7
37.209	15.15	6.3
44.068	7.74	6.1
44.178	10.147	9.2
44.209	10.131	5.6
44.202	10.158	7.9
43.334	13.164	25.8
43.34	13.129	25.3
43.334	13.145	23.8
43.336	13.134	24.8
43.349	13.138	24.2
43.343	13.136	25.3
43.339	13.161	24
43.335	13.117	23.7
43.338	13.142	24.7
43.344	13.125	25.4
43.339	13.144	24.3
43.063	12.956	10.6
44.202	10.209	6.8
43.554	13.81	9.2
44.178	10.214	10.2
43.414	12.468	5.8
38.477	16.683	38
43.364	12.54	9.1
44.275	10.932	22.2
44.188	10.223	8.7
43.591	12.615	10
43.509	13.721	8.8
42.978	12.917	9.4
43.386	12.503	5.1
43.972	7.498	12.1
42.972	12.74	9.5
43.545	13.779	9.6
43.368	12.54	6.5
37.765	16.461	38
44.197	10.13	9.9
42.977	13.115	13.2
41.987	14.001	16
44.179	10.229	9.1
43.81	12.055	8.9
39.395	16.404	9.4
43.812	12.039	9.6
44.234	10.236	10.8
43.748	13.908	10
42.608	13.251	13.5
43.811	12.047	9.9
43.428	12.469	7.5
43.517	13.794	7.4
43.287	12.587	4.6
44.2	10.135	6.2
43.49	12.34	5.7
43.335	12.542	9.5
42.403	13.058	11.2
43.377	12.528	6.1
42.975	13.116	10.2
36.887	16.143	10
43.528	13.718	8.8
43.507	12.606	11.4
43.735	13.815	10
43.557	13.853	8.7
43.609	13.981	10
44.188	10.22	9.8
43.565	13.761	8.3
43.393	12.478	6.9
43.616	13.811	8.2
43.411	12.488	4.1
42.967	12.749	8.9
42.974	13.113	10.9
43.498	13.717	8.5
44.204	10.127	7.3
44.196	10.125	10
43.038	13.012	11.3
44.282	10.173	8.2
42.532	13.312	10.3
42.548	13.324	9.5
43.19	12.786	8.4
38.663	15.462	223
38.13	15.728	10
42.553	13.333	8.8
42.553	13.334	9.9
43.43	12.483	8.7
43.444	13.142	8.5
43.364	12.542	9
43.535	13.82	8.6
44.18	10.116	8.9
43.289	12.586	10.4
43.578	13.965	6.2
43.816	12.055	8.4
44.164	10.174	9
43.47	12.871	14.3
43.514	13.728	9.4
43.497	13.759	6.5
43.369	12.534	7.2
43.538	13.825	7
43.37	12.546	6.4
41.86	15.597	10
43.524	13.774	9.9
42.74	12.717	10.3
43.522	13.78	9.8
44.189	10.105	5.9
43.577	13.88	7
43.533	13.704	9.7
43.367	12.541	8.8
43.517	13.708	10.1
43.496	13.679	7.8
43.53	13.717	9
43.368	12.544	7.2
43.515	13.709	9.8
43.529	13.695	9.9
43.546	13.77	8.8
43.511	13.734	8.3
43.363	12.545	9.9
43.606	13.902	10
44.18	10.11	8.6
43.574	13.794	8.5
43.518	13.777	6
43.574	13.82	10.1
43.531	13.761	9.8
43.362	12.545	7.2
43.501	13.668	8.4
44.232	10.232	11.4
44.214	10.239	10.8
44.193	10.214	8.5
43.435	12.409	8
44.194	10.215	6.2
37.537	14.601	10
44.181	10.148	9.7
44.182	10.211	8.8
38.191	15.579	5.9
43.427	12.506	10.1
43.362	12.532	5.1
43.444	13.126	7.8
46.802	10.102	12.8
43.585	13.804	8.2
44.187	10.213	9.4
42.974	13.112	10.9
41.95	14.055	13.3
44.177	10.253	6
45.095	7.298	16
43.165	11.074	9.9
43.419	12.521	8.5
37.692	15.099	10.3
42.719	12.925	10
43.364	12.518	4.2
42.594	13.228	10.4
44.174	10.118	8.1
44.183	10.122	7.8
44.174	10.118	8.7
43.402	12.474	6.8
42.819	13.116	8.6
43.448	13.127	8.3
44.186	10.177	8.6
43.445	12.45	7.8
44.173	10.194	9.4
43.44	12.44	8.7
36.914	14.994	17.7
43.45	12.472	8.5
43.387	12.498	5.6
40.835	15.164	13.7
44.192	10.148	10.3
44.179	10.186	8.1
43.392	12.496	5.8
43.271	12.556	9.3
43.436	12.448	9.4
42.756	12.504	8.2
41.933	14.054	9.8
43.406	12.479	5.8
43.405	12.483	7.3
43.406	12.478	5.7
42.164	13.445	11.4
44.213	10.15	9.7
43.41	12.473	8.8
40.181	15.418	10
43.424	12.514	8.5
43.411	12.488	8.7
43.364	12.549	6.3
43.156	10.996	9
42.73	12.607	7.7
42.996	13.289	8.2
43.052	12.636	10
42.786	12.995	11.1
42.789	12.99	11
42.527	13.23	13.6
44.198	10.177	4.8
43.461	12.276	7
44.236	10.197	5.5
42.52	12.656	5.8
44.108	11.744	29.1
42.789	12.978	10
44.491	7.23	12.8
44.234	10.236	10.7
44.189	10.201	9.4
43.177	12.74	10.7
43.18	12.734	10.6
42.585	13.276	11.8
44.235	10.241	11.6
43.323	12.392	8.6
44.187	10.202	9.3
37.28	15.785	10
43.019	12.928	10.5
39.299	17.216	10
42.954	13.016	12.7
37.265	15.223	18.4
37.312	15.806	11.1
44.178	10.165	8.2
43.051	12.617	8.9
44.19	10.159	2.9
44.178	10.16	4.9
44.18	10.198	8.6
43.414	12.486	7.7
43.419	12.482	4.9
43.538	12.581	10.6
44.236	10.234	11.5
43.381	12.497	5.2
44.235	10.238	11
43.41	12.478	8.4
44.237	10.236	11.1
44.162	10.213	9.6
43.41	12.461	9.9
43.398	12.536	6.7
43.406	12.485	7.4
44.199	10.214	6.6
43.401	12.478	6.3
43.414	12.481	8.1
43.412	12.48	8.8
42.536	13.194	10.7
43.146	13.031	11.1
45.653	7.644	10
44.191	10.16	4.8
44.162	10.161	10.1
38.167	14.688	8.4
44.214	10.215	2.7
44.242	10.193	8.3
42.784	12.738	9.4
44.147	10.16	7.9
43.447	12.771	14.3
41.226	16.01	9.3
44.137	9.941	10
43.449	12.47	8.1
42.518	13.234	10
39.832	16.239	10
43.451	12.467	8.1
44.168	10.153	9
43.44	12.464	9.2
43.263	12.688	10.6
45.852	14.324	10.3
43.139	12.819	9.6
43.367	12.543	7.5
44.176	10.214	9.8
43.411	12.644	10.5
44.162	10.175	8.7
43.409	12.643	10.9
43.365	12.542	6.8
43.042	12.86	9.6
42.589	13.245	15.1
42.513	13.224	10.7
42.589	13.237	13.1
44.169	10.137	8.8
44.187	10.223	7.6
43.41	12.566	9.1
44.182	10.218	8.5
43.362	12.54	8.3
39.911	16.073	3.5
40.937	14.661	10
43.363	12.532	4.9
44.18	10.221	8.9
44.176	10.209	8.5
43.18	12.792	8.7
38.225	15.056	8.1
46.323	10.414	7.3
43.367	12.534	5.9
42.595	13.381	5.8
43.827	12.059	10
43.366	12.532	6.1
44.008	7.578	4.9
42.764	12.512	7.9
40.281	15.85	9.3
39.444	16.218	9
44.204	10.217	5.3
43.364	12.533	5.4
43.402	12.486	8.4
37.842	14.803	0.7
37.874	14.71	12.1
42.601	13.101	11.8
43.586	12.096	7.6
43.365	12.535	8.9
42.528	13.229	16.7
44.649	6.828	10
44.171	10.18	9.4
43.448	13.128	9
39.822	16.258	9.2
42.134	13.985	33.6
43.364	12.533	5.8
44.17	10.206	8.3
43.363	12.538	8.7
42.523	13.231	9.8
38.148	14.906	11.1
44.674	9.574	10
42.517	13.221	10.6
44.206	10.247	9.8
44.197	10.152	10.8
39.86	16.241	8.4
44.206	10.148	10
44.168	10.247	7
41.737	14.323	18.7
43.129	13.002	10.1
43.127	12.998	9
40.26	15.897	9.9
44.187	10.215	8.7
44.3	10.043	9.2
44.383	11.53	29.3
40.708	15.403	5
43.835	12.077	10.9
44.272	8.03	7.1
44.2	10.207	7.7
39.919	15.978	6
42.761	12.511	7.9
44.211	10.214	2.8
44.195	10.221	9
42.765	12.563	7.6
44.199	10.22	7
44.181	10.211	9.2
43.46	12.422	9
41.838	13.521	10.3
43.437	12.41	5.9
38.733	15.493	161.1
43.362	12.544	8.5
43.231	12.523	9.2
40.69	15.373	6.6
44.769	7.65	24.1
42.871	12.929	10.2
42.836	12.655	10.3
39.82	16.256	9.8
43.48	12.442	8
44.176	10.165	8.4
43.444	13.118	7.6
38.463	15.939	9.9
38.466	15.936	10.4
38.462	15.934	10.4
43.437	13.121	9.7
44.187	10.181	8.1
39.872	16.055	8.8
43.435	13.122	10
44.194	10.227	8.7
42.762	13.027	8.6
43.431	13.119	7.9
43.446	13.123	8.2
43.433	13.122	10.5
43.436	13.122	9.7
43.448	13.125	8.1
43.441	13.12	9.1
43.444	13.117	8.5
43.433	13.103	8.7
43.435	13.116	9.2
43.447	13.125	9.6
44.181	10.201	7.5
43.43	13.123	10
43.2	12.766	9.5
44.186	10.233	8.9
43.437	13.119	9.8
43.049	12.896	5.4
42.774	13.39	8.9
38.478	15.476	135
43.438	13.124	10.2
44.164	10.165	8.3
44.019	7.472	10
43.051	12.898	7.9
43.446	13.127	8.8
44.18	10.214	9.4
43.575	13.848	5.3
44.188	10.219	9.8
46.453	9.278	10.9
42.478	13.279	13.8
40.017	15.812	7.9
40.829	15.194	11.1
41.525	13.744	20.6
43.41	12.475	7.2
45.813	7.045	11.4
43.378	12.5	4.7
44.158	10.143	10
44.187	10.226	10.1
43.849	12.089	8.3
44.271	10.174	0.9
41.551	13.752	10.5
43.181	12.578	9.5
44.181	10.232	9
44.182	10.189	8.8
44.201	10.096	2.6
44.18	10.183	9.2
44.167	10.163	6.3
43.1	12.83	9.9
43.589	13.811	7.2
44.179	10.186	6.8
43.521	13.713	6.9
38.755	15.231	0.3
43.474	13.732	4.2
44.172	10.169	3.1
44.169	10.154	6.5
44.149	10.125	5.5
43.402	12.506	7.2
43.364	12.539	9
39.925	16.034	6.1
44.407	7.028	10.2
44.244	7.379	11.4
43.333	12.579	8
43.327	12.585	9.7
43.328	12.579	10.2
43.444	13.129	9.3
40.019	15.822	6.4
40.024	15.812	7.1
46.297	7.443	8.7
43.333	12.579	8.3
43.453	13.135	8.4
43.492	12.745	14.5
42.837	13.194	11.8
39.858	16.018	10.4
42.8	12.945	9.5
44.188	10.157	7.4
42.806	12.956	11.2
43.44	12.467	7.8
43.447	12.996	8
42.942	13.01	10.6
43.566	12.71	16.7
44.195	10.213	9.5
44.19	10.16	10.4
37.447	16.266	10
44.098	10.991	54.4
42.803	12.95	10.1
42.802	12.942	9.2
42.802	12.951	10
43.121	12.672	9.3
39.896	15.996	8.3
43.442	13.124	8.7
47.282	12.066	2.8
42.269	12.558	6.6
43.366	12.544	8.7
43.031	12.806	10
39.817	16.26	9.6
43.124	13.42	20.3
39.894	16.139	9.4
43.116	13.392	8.9
38.387	15.439	61.2
44.182	10.184	4.2
43.191	10.979	14.7
44.195	10.146	10
43.175	12.771	9.7
43.446	13.112	9.1
44.202	10.136	9.8
43.118	13.428	24.2
43.444	13.119	7.6
43.451	13.134	9
39.888	16.099	8.4
46.134	11.174	10.1
43.424	12.977	2.2
43.427	12.457	5.3
43.442	13.011	2.7
42.789	12.961	10.8
39.994	15.792	7.3
39.898	16.004	9.4
43.441	13.039	7.7
44.21	10.156	6.2
43.406	12.473	4.6
42.875	13.161	6.6
44.219	10.109	7.5
44.193	10.153	9.7
37.964	15.358	9.9
43.447	13.122	9
44.199	10.225	8.9
44.376	7.307	13.3
38.356	15.463	130.5
44.18	10.188	10
42.872	12.946	10.8
44.2	10.179	6
44.177	10.159	10
39.839	15.962	5
39.836	16.246	10.2
44.191	10.227	6.2
38.05	16.259	10
43.326	12.586	10.9
40.083	15.697	9.8
43.429	12.766	12.5
43.826	12.023	10
44.231	10.182	7.7
44.194	10.222	10.1
42.727	13.015	10.3
43.438	13.119	8.7
37.851	14.235	10
39.999	16.064	10
43.233	10.883	10
44.215	10.199	7.7
43.019	12.962	5
44.22	10.188	10.1
44.235	10.2	5.4
44.206	10.196	10.9
44.208	10.193	10.9
38.713	13.42	10
39.139	16.405	11.1
44.209	10.194	10.6
43.432	12.495	8.4
44.208	10.197	10.9
44.209	10.191	10.7
44.214	10.188	10.5
42.698	13.127	11
44.204	10.202	10.8
44.205	10.199	10.4
42.725	13.022	10
44.213	10.194	10.5
44.225	10.201	10.2
44.213	10.188	10.1
40.024	15.824	7.6
44.211	10.19	10.4
44.224	10.193	9
44.209	10.193	10.8
44.214	10.194	10.5
42.95	12.582	9.4
42.886	12.906	9.5
42.782	12.518	9.1
43.334	12.716	13.2
43.435	12.494	8.8
38.418	15.54	81.8
45.789	11.381	4.2
42.951	12.583	9.4
44.186	10.161	6.6
44.484	12.203	21.9
46.135	11.183	10.7
43.493	12.638	11
42.101	15.12	5
44.19	10.142	6
44.19	10.157	5.3
43.696	10.234	10
43.088	12.585	8.3
43.401	12.482	6
44.169	10.154	8.5
42.898	12.907	10.2
42.902	13.108	6.9
44.199	10.142	6.3
44.201	10.198	6.3
38.046	16.234	11.1
43.093	12.99	10.9
44.152	10.221	4.6
46.2	11.012	10
44.21	11.308	10.3
43.597	12.557	0.3
46.583	9.658	7.8
42.912	12.976	11.5
43.593	12.545	2.5
43.447	13.125	8.8
43.447	13.131	10
44.187	10.163	9.9
44.19	10.16	10
42.495	13.233	10
43.116	12.812	9.5
44.181	10.177	8.7
44.193	10.15	10
43.199	12.885	10.4
42.582	13.207	14.6
43.45	13.125	9.2
39.224	16.462	10
44.184	10.507	18.2
39.916	16.104	10
43.45	13.122	8.7
43.43	13.122	10.3
44.23	10.124	5
44.323	10.285	5.7
43.468	13.137	8.3
44.212	10.124	5.4
44.196	10.201	8.4
42.99	12.899	10.3
46.672	10.813	6.8
44.188	10.131	8.2
44.172	10.176	9.4
46.641	11.788	8.5
43.131	12.837	9.9
43.08	12.982	8.3
43.831	12.042	9.9
44.22	10.241	5
43.813	12.04	7.9
43.822	12.053	8.3
44.179	10.175	9.5
42.55	13.39	10
39.914	15.985	4.8
43.611	12.96	48.8
44.179	10.21	9.7
43.824	12.022	18.5
44.191	10.179	7.4
43.81	12.07	6.8
43.446	12.458	6.1
38.086	16.218	10.2
42.025	15.009	5
43.345	12.549	4.6
44.193	10.17	6.3
39.851	15.961	5
44.182	10.232	8.8
43.788	12.042	8.9
43.823	12.064	8.4
43.806	12.056	9.4
43.398	12.478	8.2
43.825	12.078	9.2
43.836	12.082	8.5
38.08	16.23	10
38.056	16.263	10.6
43.812	12.06	9.3
43.823	12.039	9.6
43.815	12.069	9.1
42.947	12.596	9.4
38.525	14.674	19.6
44.177	10.152	4.9
43.812	12.043	8.3
40.8	15.412	15.3
43.493	12.355	8.6
41.561	13.758	9.5
43.27	12.762	8.8
39.637	15.937	92
43.3	12.722	10
43.505	13.07	15.5
42.731	13.042	9.2
43.384	12.523	8.6
38.12	15.194	10.8
43.824	12.059	9.9
43.838	12.075	9.8
44.172	10.158	8.9
43.829	12.064	9.2
42.862	12.974	11.1
44.176	10.202	9.9
43.815	12.048	8.8
39.938	16.019	6.1
44.202	10.241	10.9
42.953	12.587	9.5
43.452	13.126	9.1
42.591	12.978	9.5
43.165	12.81	10.2
44.221	10.26	10.4
44.203	10.235	11
43.86	12.054	9.6
45.622	6.778	10
43.823	12.076	9.1
43.219	13.146	15.8
44.201	10.12	5
45.206	7.118	11.3
43.831	12.04	7.2
43.842	12.039	8.5
40.265	15.88	8
43.83	12.036	9.4
43.828	12.036	7.9
43.829	12.044	7.4
43.832	12.038	8.5
43.936	12.115	16.4
44.219	10.114	10.7
43.222	13.156	15
43.838	12.048	6.9
37.984	14.739	6.9
43.849	12.052	7.5
44.209	10.218	9.9
43.831	12.024	8.8
43.819	12.025	9.3
40.008	15.841	6.1
44.173	10.153	5.5
43.18	13.334	27.3
43.857	12.022	17.1
43.392	12.492	7.8
43.4	12.461	7.2
42.813	13.19	10.1
43.39	12.48	7
44.173	10.166	8.1
43.827	12.022	9.5
43.832	12.036	9.1
43.821	12.02	8.2
44.195	10.207	5.6
44.183	10.14	8.2
40.755	15.493	7.2
42.607	12.981	8.2
43.824	12.021	8.9
44.183	10.215	9.2
42.689	13.338	5.8
41.449	13.976	10.2
44.188	10.206	5.5
44.18	10.229	10.2
43.813	12.053	8.1
44.173	10.159	4.6
44.52	7.223	16.7
42.915	13.178	10.9
44.189	10.219	7.1
39.261	16.41	11.3
42.426	12.619	8.4
43.192	12.78	8.3
39.894	16.091	9.3
43.466	12.451	7.2
43.37	12.524	8.4
43.232	12.793	10.5
41.788	13.611	8.7
41.787	15.886	21.6
42.928	13.727	7.7
42.922	13.007	11.6
44.174	10.206	8.5
43.38	12.578	7.1
44.206	10.15	9.7
43.227	12.6	7.2
43.361	12.692	9.7
43.395	12.735	14
44.167	10.178	8.5
40.736	15.487	6.6
43.452	12.29	6.8
43.82	12.032	8.8
44.204	10.132	8.2
42.97	12.984	10.8
42.972	12.987	10.3
44.94	14.96	5
45.894	7.629	10
44.196	10.171	10.9
38.312	15.216	118.4
40.19	15.979	7.8
44.203	10.177	10
40.337	15.616	21.3
40.337	15.608	19.7
43.426	12.568	10.3
37.062	14.589	24
44.077	10.704	9.7
43.39	12.685	9.1
44.19	10.167	10.2
43.441	13.142	10.4
44.239	10.106	7.5
46.635	11.768	8.7
41.787	12.908	7.2
43	12.867	9.3
40.744	15.483	7.9
44.204	10.164	10.4
42.444	13.45	21.8
43.42	12.731	11.1
43.423	12.725	15.4
43.826	12.063	8.6
43.414	12.457	7.3
43.459	12.368	7.1
43.046	12.81	8.6
43.452	13.133	8.6
44.197	10.124	8.8
43.452	13.136	8.7
44.195	10.135	9.2
44.207	10.17	10.3
43.363	12.52	6.1
45.755	14.942	1.8
43.454	13.13	8.9
44.201	10.164	10.5
44.285	10.086	8.3
43.813	12.062	9.1
43.809	12.057	9.1
43.438	12.471	8.6
44.948	11.05	5
44.192	10.225	8.2
43.285	13.279	10
43.458	13.127	8.5
43.457	13.136	9
40.17	15.964	5.2
44.561	7.173	10.7
39.937	15.991	13.8
44.218	10.124	10.8
43.817	12.04	9.4
43.328	12.744	16.4
44.179	10.191	9.5
43.363	12.505	6.1
44.115	10.804	10
43.82	12.032	8.7
42.187	12.396	2.2
42.184	12.398	3
43.82	12.057	7.5
43.401	12.483	6.6
37.993	15.029	7.9
43.332	12.72	10.7
44.23	10.108	7.7
43.387	12.49	5.8
43.427	13.106	9.9
43.441	13.126	8.5
43.817	12.055	9.6
43.444	13.117	9.1
43.827	12.075	8
43.403	12.484	6.5
43.439	13.118	9.3
44.177	10.213	9.1
39.415	16.822	31.6
39.408	16.835	30
43.836	12.073	8.7
43.44	13.126	9.9
44.188	10.219	9.3
43.438	13.117	9.2
42.849	13.367	10.4
43.288	12.752	10.1
42.19	12.376	4.2
44.206	10.178	10
43.817	12.042	9
44.151	10.19	6.3
44.214	10.11	5.9
43.06	12.969	10.4
42.481	13.325	9.9
44.192	10.224	10.1
37.918	16.619	48.8
44.186	10.152	10
43.406	12.492	6.2
38.317	14.727	126.1
43.812	12.05	10
44.204	10.181	8.5
43.443	13.131	8.9
40.743	15.499	5.3
44.921	11.06	5
43.447	13.129	9.5
43.448	13.13	9.3
40.461	15.548	9.9
44.556	9.4	10
43.451	13.126	8.3
43.451	13.128	9
42.995	13.169	17.4
43.797	12.055	9.8
44.207	10.118	7.4
43.443	13.132	9
44.211	10.135	5.8
44.208	10.234	7.7
43.424	12.463	7.8
42.946	12.596	9
44.2	10.125	8.4
44.174	10.148	8.3
42.513	13.14	17.5
44.196	10.134	8
44.197	10.124	8.5
44.192	10.136	8.8
43.823	12.043	7.6
44.202	10.127	7.4
44.231	10.117	8.2
43.815	12.066	8.9
43.004	12.807	14.8
44.196	10.21	9.2
44.816	7.533	10
44.193	10.219	6.7
44.181	10.227	8.9
43.408	12.452	7.9
42.947	12.902	11.5
43.818	12.043	8.9
43.834	12.079	9.2
43.854	12.065	11
39.969	15.743	11
44.185	10.218	8.4
44.181	10.228	8.8
44.187	10.134	7.4
40.662	15.769	21.9
40.663	15.745	22.5
43.387	12.536	0.3
44.204	10.224	8.8
44.18	10.222	9.3
38.371	15.126	159.9
38.072	14.507	8.9
43.785	12.042	9.5
44.191	10.13	8.8
44.117	8.075	10
43.828	12.055	25
43.448	13.134	8.6
43.826	12.039	17.7
43.825	12.01	20.5
37.864	16.162	37.6
43.806	12.049	9.8
44.168	10.147	8.1
43.828	12.006	23.6
44.217	10.109	10.6
44.209	10.112	11.4
43.481	12.729	14.1
43.427	13.133	9.7
44.178	10.245	17.4
44.224	10.111	10.4
42.97	13.099	9.9
44.219	10.117	10.1
43.822	12.031	9.5
44.172	10.204	9
43.811	12.031	9.9
43.859	12.056	12.7
44.219	10.109	10.9
44.215	10.117	11
44.216	10.122	10.8
43.822	12.033	8.5
44.219	10.1	10.7
44.234	10.098	5.1
44.231	10.109	10
44.23	10.085	8.8
43.818	12.058	9.3
40.004	15.826	10.7
44.225	10.114	9.9
44.218	10.11	10.8
44.219	10.11	10.3
44.225	10.113	10.2
40.016	15.82	8.7
44.215	10.111	10.8
38.457	15.939	9.7
44.193	10.324	10
43.815	12.012	22.9
44.248	10.161	5.1
44.214	10.112	11
44.215	10.108	10
43.844	12.02	6.8
44.217	10.097	10
44.241	10.089	1.7
44.226	10.096	10
44.232	10.075	0.7
42.458	13.175	10.6
39.624	15.901	74.4
44.206	10.108	10.8
43.828	12.045	7.4
43.801	12.057	8.8
43.845	12.004	20.1
43.812	12.048	8.6
43.814	12.035	9.8
43.861	12.052	8
43.45	13.145	8.4
43.952	11.992	10
43.852	11.979	6.9
43.825	12.044	8.4
44.824	7.102	10.5
43.828	12.031	9.4
43.851	11.995	20.4
43.838	12.003	22.4
43.84	12.058	7.1
43.847	11.981	7.9
43.447	12.46	6.1
44.233	10.082	6.2
43.802	12.023	9.3
43.818	12.042	8.8
44.234	10.08	5.9
44.188	10.26	9.7
37.822	15.003	25.8
42.817	12.957	11
43.847	12.029	7.5
43.851	12.02	7.7
43.817	12.032	6.7
40.557	15.828	10.8
43.826	12.054	7.6
43.815	12.042	10
43.821	12.051	8.7
43.843	12.068	8
42.998	12.982	13.4
43.842	12.014	9.8
43.821	12.036	9.7
43.836	11.97	10
43.842	12.006	7.7
43.829	12.049	8
43.818	12.018	9.5
43.829	12.048	9.6
43.44	13.115	9.9
44.212	10.108	10.9
43.818	12.045	9.5
42.78	12.92	9.8
43.818	12.013	8.4
44.195	10.134	6
43.799	12.022	10
43.811	12.028	9.4
44.226	10.086	7.7
44.216	10.107	10.3
43.385	12.512	9.2
44.185	10.156	7.4
43.825	12.056	8.7
43.824	12.064	6.8
44.178	10.132	6.4
43.41	12.443	5.1
43.818	12.022	9.7
43.824	12.05	8.6
43.796	12.011	7.5
43.835	12.059	7.8
43.823	12.049	6.4
43.853	12.071	9
43.817	12.026	9.2
42.95	12.597	9.1
43.386	12.521	5.8
43.851	12.062	17.9
43.811	12.035	9.8
43.81	12.039	8.5
43.872	12.032	19
44.19	10.224	10.3
40.881	15.284	7.6
43.819	12.032	7.5
43.82	12.035	4.8
43.42	12.476	6.8
43.455	13.122	7
43.438	13.108	8.9
43.1	12.886	9.7
44.212	10.103	10.1
43.808	12.032	9.1
43.796	12.002	20.3
43.824	12.037	8.5
43.816	12.035	7.7
43.819	12.036	8.8
43.46	13.151	8.7
43.808	11.955	8.5
44.154	10.136	7.3
44.184	10.222	9
44.155	10.142	8
43.891	12.033	23.3
43.803	12.005	6.6
43.82	12.04	10
43.836	11.986	10
43.812	12.044	10.1
44.219	10.114	10.8
44.213	10.113	10.6
44.215	10.102	10.6
44.226	10.105	8.8
44.226	10.11	10.1
44.207	10.107	10.3
43.847	12.071	9.8
43.86	12.08	8.9
44.179	10.141	12.7
43.82	12.021	8.7
44.221	10.077	6.2
43.832	12.032	6.6
43.818	12.043	8.7
44.212	10.083	10
44.214	10.11	11
44.216	10.102	10.6
44.235	10.104	7.5
44.22	10.105	10.6
43.808	12.025	9.6
43.819	12.027	8.1
43.828	12.02	7.6
44.22	10.109	11.2
44.208	10.126	10.6
43.818	12.017	8.8
43.804	12.03	7.4
43.821	12.04	8.4
43.825	12.031	8.7
43.831	12.031	7.7
43.816	12.028	5.1
43.814	12.043	7.1
43.819	12.021	8.3
43.824	12.045	8.8
43.829	11.986	11.1
43.852	12.078	8.9
43.816	12.042	7.9
43.818	12.05	8
43.833	12.044	10.5
43.799	12.02	5.7
43.814	12.034	8.6
43.815	12.024	9.6
43.825	12.03	8.9
43.811	12.048	9.6
43.841	12.056	10.8
43.835	12.054	7.5
43.821	12.053	8.2
43.694	11.89	10.6
43.813	12.043	8.7
43.832	12.058	9.7
43.819	12.032	8.8
43.82	12.053	7.4
44.168	10.187	8.4
43.869	12.08	8.2
42.808	12.679	10.3
43.823	12.028	10.3
43.761	11.961	3.9
43.977	11.911	10.1
43.822	12.037	8.4
43.795	12.042	6.1
43.841	12.074	7.8
43.822	12.007	19.4
43.854	12.029	10
43.838	12.04	10.1
43.794	12.007	7.1
38.61	16.383	10
43.81	12.044	8.6
43.817	12.034	8.7
43.815	12.027	9.7
43.821	12.03	8.4
43.797	12.03	9.3
42.973	13.027	16.3
43.81	12.03	11
43.815	12.063	8.4
43.715	12.048	31.9
43.843	12.008	13.9
43.816	12.037	8
43.818	12.046	9.4
44.191	10.142	9.7
43.823	12.034	7.8
38.46	15.932	10.1
43.832	12.029	9.4
43.83	12.049	7.7
